name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Burkholderia glumae	337	species	6878727	1	0	0.0
Xanthomonas campestris	339	species	7099366	4	2	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	2	0	0.0
Xanthomonas citri	346	species	27676482	2	0	0.0
Xanthomonas oryzae	347	species	63225372	2	0	0.0
Rhizobiales	356	order	5410296	20	0	0.0
Agrobacterium	357	genus	6422834	1	0	0.0
Agrobacterium tumefaciens	358	species	7273300	12	0	0.0
Bradyrhizobium	374	genus	11894480	1	0	0.0
Rhizobium	379	genus	8184003	1	0	0.0
Sinorhizobium fredii	380	species	6924988	1	0	0.0
Mesorhizobium loti	381	species	7481739	1	0	0.0
Sinorhizobium meliloti	382	species	7082772	1	0	0.0
Rhizobium leguminosarum	384	species	9364981	3	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	3	2	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	1	1	0.0
Rhizobium phaseoli	396	species	6665454	2	2	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Methylobacterium	407	genus	7144985	1	0	0.0
Methylorubrum extorquens	408	species	8218505	1	0	0.0
Acetobacteraceae	433	family	3826783	1	0	0.0
Gluconobacter oxydans	442	species	4181963	2	0	0.0
Legionella pneumophila	446	species	12363603	1	1	0.0
Acinetobacter	469	genus	4126830	1	0	0.0
Acinetobacter baumannii	470	species	4233127	1	0	0.0
Neisseriaceae	481	family	2244925	1	0	0.0
Neisseria	482	genus	2223758	3	1	0.0
Neisseria flavescens	484	species	2231882	1	0	0.0
Neisseria gonorrhoeae	485	species	2216159	2	0	0.0
Neisseria lactamica	486	species	2220606	1	0	0.0
Neisseria meningitidis	487	species	2222288	3	1	0.0
Neisseria mucosa	488	species	2783943	4	3	0.0
Neisseria animalis	492	species	4477875	5	0	0.0
Neisseria elongata	495	species	2253031	10	2	0.0
Alcaligenes faecalis	511	species	32768163	2	1	0.0
Bordetella	517	genus	4536693	1	0	0.0
Bordetella bronchiseptica	518	species	5231793	3	0	0.0
Bordetella parapertussis	519	species	4836562	1	0	0.0
Chromobacterium	535	genus	4751080	2	0	0.0
Chromobacterium violaceum	536	species	4751080	5	0	0.0
Eikenella corrodens	539	species	4651055	21	6	0.0
Citrobacter	544	genus	5276819	1	0	0.0
Citrobacter koseri	545	species	4735357	3	0	0.0
Citrobacter freundii	546	species	5164552	1	0	0.0
Enterobacter	547	genus	11028548	2	0	0.0
Klebsiella aerogenes	548	species	5435727	3	1	0.0
Pantoea ananatis	553	species	4838981	3	0	0.0
Escherichia coli	562	species	8437634	5	1	0.0
Klebsiella oxytoca	571	species	6684898	3	0	0.0
Klebsiella pneumoniae	573	species	14826006	2	1	0.0
Raoultella terrigena	577	species	6073951	2	1	0.0
Morganella morganii	582	species	5836016	4	0	0.0
Serratia	613	genus	5012487	2	0	0.0
Serratia liquefaciens	614	species	5282719	1	1	0.0
Serratia marcescens	615	species	5201904	2	1	0.0
Yersinia enterocolitica	630	species	6188788	2	0	0.0
Yersinia pestis	632	species	5818786	1	0	0.0
Edwardsiella	635	genus	3906392	1	1	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Aeromonas	642	genus	5822658	4	0	0.0
Aeromonas caviae	648	species	27968422	5	0	0.0
Aeromonas veronii	654	species	4551783	1	1	0.0
Vibrio alginolyticus	663	species	5146637	1	1	0.0
Vibrio cholerae	666	species	5444833	1	0	0.0
Pasteurellaceae	712	family	2528486	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	10	4	0.0
Haemophilus haemolyticus	726	species	7646594	1	0	0.0
Haemophilus influenzae	727	species	2511163	5	1	0.0
[Haemophilus] ducreyi	730	species	1698955	2	0	0.0
Histophilus somni	731	species	2138367	1	0	0.0
Aggregatibacter aphrophilus	732	species	3481722	6	1	0.0
Rickettsia	780	genus	1252916	2	1	0.0
Chlamydia	810	genus	1271055	1	0	0.0
Parabacteroides distasonis	823	species	10023638	3	0	0.0
Campylobacter gracilis	824	species	2281652	14	12	0.0
Porphyromonas	836	genus	2657841	1	0	0.0
Porphyromonas gingivalis	837	species	2736420	101	52	0.0
Prevotella	838	genus	3023914	1	0	0.0
Oxalobacter formigenes	847	species	2433653	2	0	0.0
Fusobacterium	848	genus	3161642	1	0	0.0
Fusobacterium nucleatum	851	species	3161193	8	3	0.0
Faecalibacterium prausnitzii	853	species	3102523	12	1	0.0
Fusobacterium varium	856	species	3346458	1	1	0.0
Fusobacterium necrophorum	859	species	4694448	10	1	0.0
Fusobacterium periodonticum	860	species	2541084	4	0	0.0
Fusobacterium ulcerans	861	species	3839419	2	0	0.0
Dichelobacter nodosus	870	species	1389350	1	0	0.0
Desulfovibrio	872	genus	3919658	6	0	0.0
Desulfocurvibacter africanus	873	species	4200534	2	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	3	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	2	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	5	1	0.0
Desulfuromonas	890	genus	0	1	0	0.0
Desulfobulbus	893	genus	0	1	0	0.0
Desulfococcus multivorans	897	species	8911375	8	0	0.0
Desulfomicrobium	898	genus	3363015	3	0	0.0
Desulfomicrobium baculatum	899	species	3942657	2	0	0.0
Desulfovibrio piger	901	species	2807531	8	2	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Thiomonas intermedia	926	species	3462095	1	0	0.0
Herbaspirillum	963	genus	5363540	1	0	0.0
Herbaspirillum seropedicae	964	species	5513887	3	0	0.0
Selenomonas	970	genus	3100147	2	0	0.0
Halanaerobiaceae	972	family	2443704	1	0	0.0
Bacteroidetes	976	phylum	3686275	1	0	0.0
Weeksella virosa	1014	species	2272954	1	0	0.0
Capnocytophaga sputigena	1019	species	11962418	7	0	0.0
Halorhodospira halophila	1053	species	2678452	1	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	2	2	0.0
Rhodobacter blasticus	1075	species	3706095	1	0	0.0
Rhodopseudomonas palustris	1076	species	5494465	2	1	0.0
Blastochloris viridis	1079	species	11174693	2	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	1	0	0.0
Chloroflexus aurantiacus	1108	species	5263745	1	0	0.0
Porphyrobacter	1111	genus	0	1	0	0.0
Synechococcus	1129	genus	2744871	1	0	0.0
Leptolyngbya boryana	1184	species	6946868	1	0	0.0
Proteobacteria	1224	phylum	6582363	30	0	0.0
Nitrosococcus oceani	1229	species	3522111	3	0	0.0
Gammaproteobacteria	1236	class	8199621	28	0	0.0
Firmicutes	1239	phylum	3951907	6	0	0.0
Oenococcus oeni	1247	species	1780517	1	0	0.0
Micrococcaceae	1268	family	3809026	11	0	0.0
Micrococcus	1269	genus	4996790	4	0	0.0
Micrococcus luteus	1270	species	4996790	17	2	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	4	3	0.0
Kocuria rosea	1275	species	11520941	2	0	0.0
Staphylococcus	1279	genus	5162113	1	0	0.0
Staphylococcus aureus	1280	species	5962137	1	1	0.0
Staphylococcus carnosus	1281	species	2566424	1	1	0.0
Deinococcus	1298	genus	4067791	1	0	0.0
Streptococcaceae	1300	family	2703668	3	0	0.0
Streptococcus	1301	genus	2347233	24	2	0.0
Streptococcus gordonii	1302	species	2196662	8	2	0.0
Streptococcus oralis	1303	species	1926449	1	0	0.0
Streptococcus sanguinis	1305	species	2388435	29	0	0.0
Streptococcus mutans	1309	species	2024183	1	0	0.0
Streptococcus agalactiae	1311	species	2111259	2	0	0.0
Streptococcus pyogenes	1314	species	1940888	26	1	0.0
Streptococcus anginosus	1328	species	2089210	8	0	0.0
Streptococcus dysgalactiae	1334	species	4983431	11	0	0.0
Streptococcus equi	1336	species	5023339	2	0	0.0
Streptococcus intermedius	1338	species	1963517	1	0	0.0
Streptococcus porcinus	1340	species	10166034	3	1	0.0
Streptococcus parauberis	1348	species	2143887	1	0	0.0
Enterococcus faecalis	1351	species	3027316	1	0	0.0
Enterococcus hirae	1354	species	2856440	1	0	0.0
Lactococcus garvieae	1363	species	1957049	1	0	0.0
Gemella	1378	genus	0	2	0	0.0
Bacillales	1385	order	5092237	11	0	0.0
Bacillus	1386	genus	6141499	2	0	0.0
Brevibacillus brevis	1393	species	6469936	1	1	0.0
Bacillus cereus	1396	species	6509544	2	0	0.0
Bacillus coagulans	1398	species	3312652	1	1	0.0
Paenibacillus polymyxa	1406	species	5942566	1	0	0.0
Lysinibacillus sphaericus	1421	species	4817463	3	0	0.0
Bacillus subtilis	1423	species	8637394	2	2	0.0
Parageobacillus thermoglucosidasius	1426	species	3993793	1	0	0.0
Bacillus thuringiensis	1428	species	6568323	1	0	0.0
Sporosarcina psychrophila	1476	species	4674191	1	1	0.0
Bacillus simplex	1478	species	5645783	1	1	0.0
Bacillus smithii	1479	species	3381292	1	0	0.0
Clostridium	1485	genus	4654291	4	0	0.0
Clostridium butyricum	1492	species	41927457	1	1	0.0
Clostridioides difficile	1496	species	5221519	21	1	0.0
Clostridium formicaceticum	1497	species	9173483	2	0	0.0
Clostridium pasteurianum	1501	species	9050473	1	0	0.0
Clostridium septicum	1504	species	6858862	2	0	0.0
Paeniclostridium sordellii	1505	species	3584812	1	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	1	1	0.0
Hungateiclostridium thermocellum	1515	species	3634338	1	0	0.0
Clostridium novyi	1542	species	2547720	1	1	0.0
Gottschalkia acidurici	1556	species	3108248	1	0	0.0
Clostridium baratii	1561	species	3338630	1	0	0.0
Halobacillus halophilus	1570	species	4170008	1	0	0.0
Lactobacillus delbrueckii	1584	species	4102271	1	0	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	1	0	0.0
Listeria	1637	genus	3154985	1	0	0.0
Renibacterium salmoninarum	1646	species	3155250	2	0	0.0
Corynebacteriaceae	1653	family	2732186	6	0	0.0
Actinomyces	1654	genus	2811991	210	74	0.0
Actinomyces naeslundii	1655	species	3040449	136	8	0.0
Actinomyces viscosus	1656	species	3491241	155	34	0.0
Actinomyces israelii	1659	species	2572997	20	3	0.0
Schaalia odontolytica	1660	species	4792768	33	7	0.0
Trueperella pyogenes	1661	species	2272494	7	0	0.0
Arthrobacter	1663	genus	0	6	0	0.0
Bifidobacterium	1678	genus	2688194	3	0	0.0
Bifidobacterium adolescentis	1680	species	2089645	1	0	0.0
Bifidobacterium asteroides	1684	species	2178836	1	0	0.0
Bifidobacterium breve	1685	species	2317134	1	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	1	0	0.0
Bifidobacterium pseudolongum	1694	species	2005427	1	0	0.0
Brevibacterium	1696	genus	0	3	0	0.0
Brevibacterium linens	1703	species	12097701	3	1	0.0
Cellulomonas	1707	genus	3971988	7	0	0.0
Cellulomonas fimi	1708	species	4266344	5	0	0.0
Cellulosimicrobium cellulans	1710	species	9019668	11	2	0.0
Cellulomonas flavigena	1711	species	4123179	1	0	0.0
Corynebacterium	1716	genus	2732186	14	1	0.0
Corynebacterium pseudotuberculosis	1719	species	2347054	1	0	0.0
Corynebacterium renale	1724	species	4673218	1	0	0.0
Corynebacterium xerosis	1725	species	5560360	2	1	0.0
Corynebacterium variabile	1727	species	3433007	2	0	0.0
Eubacterium limosum	1736	species	13313701	2	1	0.0
Propionibacterium	1743	genus	2646865	4	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	21	2	0.0
Cutibacterium acnes	1747	species	2513231	1	1	0.0
Acidipropionibacterium acidipropionici	1748	species	3656170	7	0	0.0
Acidipropionibacterium jensenii	1749	species	12257369	23	2	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	3636	343	0.0
Propionibacterium freudenreichii subsp. shermanii	1752	subspecies	2675045	1	0	0.0
Actinobacteria	1760	class	5015669	142	38	0.0
Mycobacteriaceae	1762	family	7116636	10	0	0.0
Mycobacterium	1763	genus	7259758	8	0	0.0
Mycobacterium avium	1764	species	18898623	2	0	0.0
Mycolicibacterium fortuitum	1766	species	6254616	3	1	0.0
Mycobacterium intracellulare	1767	species	5499669	2	0	0.0
Mycobacterium leprae	1769	species	3268132	1	0	0.0
Mycobacterium avium subsp. paratuberculosis	1770	subspecies	48319124	1	0	0.0
Mycolicibacterium phlei	1771	species	5349645	2	1	0.0
Mycolicibacterium smegmatis	1772	species	14041927	3	1	0.0
Mycobacteroides chelonae	1774	species	5055578	1	0	0.0
Mycobacterium marinum	1781	species	6555333	1	0	0.0
Mycolicibacter terrae	1788	species	9098503	2	2	0.0
Mycolicibacterium aurum	1791	species	12074314	1	0	0.0
Mycolicibacterium chitae	1792	species	10943830	2	0	0.0
Mycolicibacterium fallax	1793	species	4156821	4	1	0.0
Mycolicibacterium neoaurum	1795	species	5421267	1	0	0.0
Mycolicibacterium thermoresistibile	1797	species	4950685	1	1	0.0
Mycolicibacterium aichiense	1799	species	5925482	2	0	0.0
Mycolicibacterium gilvum	1804	species	5883060	1	0	0.0
Amycolatopsis	1813	genus	12051167	3	0	0.0
Nocardia	1817	genus	7567967	3	0	0.0
Nocardia asteroides	1824	species	6983363	5	3	0.0
Rhodococcus	1827	genus	6750748	4	0	0.0
Rhodococcus rhodochrous	1829	species	11178579	2	0	0.0
Rhodococcus ruber	1830	species	28280812	7	0	0.0
Saccharopolyspora	1835	genus	8212805	1	0	0.0
Nocardioides	1839	genus	4376707	7	0	0.0
Pseudonocardia	1847	genus	7303989	1	0	0.0
Saccharomonospora	1851	genus	4308349	1	0	0.0
Frankia	1854	genus	7497934	1	0	0.0
Frankia alni	1859	species	7497934	1	0	0.0
Dermatophilus	1862	genus	0	1	0	0.0
Dermatophilus congolensis	1863	species	2627820	1	1	0.0
Actinoplanes	1865	genus	8812229	2	0	0.0
Actinoplanes missouriensis	1866	species	8773466	1	0	0.0
Micromonospora	1873	genus	7025559	1	0	0.0
Streptomyces	1883	genus	9710281	51	4	0.0
Streptomyces actuosus	1885	species	8145579	1	0	0.0
Streptomyces albidoflavus	1886	species	21143534	6	0	0.0
Streptomyces albus	1888	species	33079680	9	0	0.0
Streptomyces ambofaciens	1889	species	8393598	1	0	0.0
Streptomyces atratus	1893	species	9641288	6	2	0.0
Kitasatospora aureofaciens	1894	species	7076402	6	1	0.0
Streptomyces clavuligerus	1901	species	24193969	4	1	0.0
Streptomyces coelicolor	1902	species	17722511	2	0	0.0
Streptomyces exfoliatus	1905	species	7646296	2	2	0.0
Streptomyces fradiae	1906	species	6725579	2	0	0.0
Streptomyces glaucescens	1907	species	7623774	2	1	0.0
Streptomyces globisporus	1908	species	7783599	2	1	0.0
Streptomyces hygroscopicus	1912	species	10333189	1	0	0.0
Streptomyces lincolnensis	1915	species	19832691	2	0	0.0
Streptomyces rimosus	1927	species	19019657	4	0	0.0
Streptomyces rochei	1928	species	8364802	1	0	0.0
Streptomyces tendae	1932	species	7343456	2	0	0.0
Streptomyces violaceoruber	1935	species	7916045	2	1	0.0
Streptomyces albireticuli	1940	species	8144417	1	0	0.0
Streptomyces kanamyceticus	1967	species	10133897	2	0	0.0
Streptomyces chartreusis	1969	species	17966634	4	2	0.0
Actinomadura	1988	genus	0	1	0	0.0
Streptosporangiaceae	2004	family	10369518	5	0	0.0
Thermobispora bispora	2006	species	4189976	1	0	0.0
Thermomonosporaceae	2012	family	5639016	6	0	0.0
Nocardiopsis	2013	genus	6177891	5	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	5	0	0.0
Thermomonospora	2019	genus	5639016	1	0	0.0
Thermomonospora curvata	2020	species	5639016	1	0	0.0
Thermobifida fusca	2021	species	3642249	1	0	0.0
Curtobacterium	2034	genus	3933752	1	0	0.0
Actinomycetales	2037	order	2376616	4	0	0.0
Aeromicrobium erythreum	2041	species	3629239	3	2	0.0
Pimelobacter simplex	2045	species	5637360	1	1	0.0
Rothia dentocariosa	2047	species	2506025	1	0	0.0
Actinomycetaceae	2049	family	2376616	58	0	0.0
Gordonia	2053	genus	5567155	1	0	0.0
Gordonia bronchialis	2054	species	5290012	2	1	0.0
Gordonia terrae	2055	species	16723305	7	0	0.0
Tsukamurella paurometabola	2061	species	4479724	5	1	0.0
Streptomycetaceae	2062	family	9677174	32	0	0.0
Kitasatospora	2063	genus	8783278	3	0	0.0
Kitasatospora setae	2066	species	8783278	2	0	0.0
Pseudonocardiaceae	2070	family	9441254	18	0	0.0
Pseudonocardia autotrophica	2074	species	7535285	1	0	0.0
Mycoplasma	2093	genus	1460880	1	0	0.0
Acholeplasmataceae	2146	family	1183742	1	0	0.0
Methanobacteriaceae	2159	family	1989655	1	0	0.0
Methanobacterium	2160	genus	0	7	1	0.0
Methanobacterium formicicum	2162	species	4944497	1	0	0.0
Methanobrevibacter	2172	genus	2395181	14	3	0.0
Methanobrevibacter smithii	2173	species	1853160	59	5	0.0
Methanohalophilus halophilus	2177	species	2022959	1	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanothermus fervidus	2180	species	1243342	2	0	0.0
Methanococcus voltae	2188	species	1936387	1	0	0.0
Methanomicrobiales	2191	order	2718447	1	0	0.0
Archaeoglobus fulgidus	2234	species	2247343	1	0	0.0
Halobacteriales	2235	order	3677006	5	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Desulfosarcina	2299	genus	0	1	0	0.0
Methanosphaera	2316	genus	1767403	2	0	0.0
Methanosphaera stadtmanae	2317	species	1767403	6	0	0.0
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	species	2832685	1	0	0.0
Fervidobacterium	2422	genus	2057661	1	0	0.0
Roseobacter denitrificans	2434	species	4331234	1	0	0.0
Gardnerella vaginalis	2702	species	1669705	1	0	0.0
Cardiobacterium hominis	2718	species	2670755	6	3	0.0
Halomonas	2745	genus	4061825	1	0	0.0
Primates	9443	order	0	1	0	0.0
Homo sapiens	9606	species	3272089205	112	79	0.0
Acidovorax	12916	genus	4877171	2	0	0.0
Burkholderia mallei	13373	species	7121566	1	0	0.0
Sphingomonas paucimobilis	13689	species	4005505	1	1	0.0
Sphingobium yanoikuyae	13690	species	22942584	1	0	0.0
Natrialba magadii	13769	species	4443643	1	0	0.0
Staphylococcus lugdunensis	28035	species	2627127	1	1	0.0
Streptococcus mitis	28037	species	2007747	2	1	0.0
Micromonosporaceae	28056	family	7309173	11	0	0.0
Rubrivivax	28067	genus	5043253	1	0	0.0
Nostoc sp. PCC 7524	28072	species	6718869	1	1	0.0
Neisseria weaveri	28091	species	4426978	4	0	0.0
Burkholderia gladioli	28095	species	17543424	2	0	0.0
Tannerella forsythia	28112	species	3383154	3	0	0.0
Bacteroides heparinolyticus	28113	species	3608975	10	3	0.0
Bacteroides ovatus	28116	species	6475296	3	0	0.0
Odoribacter splanchnicus	28118	species	4392288	2	0	0.0
Prevotella intermedia	28131	species	2686803	14	7	0.0
Prevotella oris	28135	species	3168212	2	1	0.0
Cronobacter sakazakii	28141	species	4439412	1	1	0.0
Alphaproteobacteria	28211	class	3925312	34	0	0.0
Betaproteobacteria	28216	class	5609802	15	0	0.0
Deltaproteobacteria	28221	class	5142330	13	0	0.0
Geobacter	28231	genus	4227210	2	0	0.0
Halomonadaceae	28256	family	919058	1	0	0.0
Cobetia marina	28258	species	4176400	2	1	0.0
Arcanobacterium haemolyticum	28264	species	1986154	1	0	0.0
Anaerotignum propionicum	28446	species	3120417	1	0	0.0
Clavibacter michiganensis	28447	species	5099992	9	0	0.0
Komagataeibacter xylinus	28448	species	3905082	1	0	0.0
Neisseria subflava	28449	species	4517530	5	0	0.0
Burkholderia pseudomallei	28450	species	7728704	4	0	0.0
Streptomyces nitrosporeus	28894	species	7581562	2	2	0.0
Salmonella enterica	28901	species	11815080	2	1	0.0
[Clostridium] cellulosi	29343	species	2229578	1	0	0.0
Staphylococcus caprae	29380	species	10537565	1	0	0.0
Gemella morbillorum	29391	species	3540381	6	0	0.0
Microlunatus	29404	genus	5683123	2	0	0.0
Yersinia ruckeri	29486	species	18939945	4	0	0.0
Vibrio furnissii	29494	species	4916408	2	1	0.0
Vibrio navarrensis	29495	species	9090182	1	1	0.0
Pelobacter acetylenicus	29542	species	3206049	2	0	0.0
Rhodothermus	29548	genus	3360429	1	0	0.0
Rhodothermus marinus	29549	species	3360429	6	0	0.0
Mycoplasma canis	29555	species	897443	1	0	0.0
Mycoplasma hyosynoviae	29559	species	863547	1	0	0.0
Taylorella equigenitalis	29575	species	3464366	1	1	0.0
Janthinobacterium	29580	genus	5949001	1	0	0.0
Bifidobacteriaceae	31953	family	2593741	2	0	0.0
Propionibacteriaceae	31957	family	2827829	24	1	0.0
Amycolatopsis orientalis	31958	species	9490992	1	0	0.0
Clavibacter michiganensis subsp. sepedonicus	31964	subspecies	3403786	1	0	0.0
Mollicutes	31969	class	1398080	4	0	0.0
Veillonellaceae	31977	family	2371811	1	0	0.0
Clostridiaceae	31979	family	4509975	1	0	0.0
Rhodobacteraceae	31989	family	4505216	5	0	0.0
Achromobacter denitrificans	32002	species	20166270	3	0	0.0
Nitrosomonadales	32003	order	3061161	4	0	0.0
Burkholderia	32008	genus	8385645	6	1	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	4	0	0.0
Campylobacter sputorum biovar sputorum	32024	leaf	1753386	2	0	0.0
Xanthomonadaceae	32033	family	18116294	3	0	0.0
Synechococcus sp. WH 7803	32051	species	2366980	2	1	0.0
Chloroflexales	32064	order	5233930	1	0	0.0
Leptotrichia	32067	genus	2465610	1	0	0.0
Rothia	32207	genus	2385314	1	0	0.0
Cutibacterium granulosum	33011	species	2175244	7	0	0.0
Clavibacter michiganensis subsp. insidiosus	33014	subspecies	10035294	7	1	0.0
Phascolarctobacterium	33024	genus	2550003	1	0	0.0
Parvimonas micra	33033	species	4966270	55	7	0.0
Blautia producta	33035	species	6197116	1	1	0.0
Streptococcus milleri	33040	species	3747706	29	11	0.0
Acidithiobacillus caldus	33059	species	3112322	2	0	0.0
Gloeobacter violaceus	33072	species	4659019	1	0	0.0
Coriobacterium	33870	genus	2115681	1	0	0.0
Microbacterium	33882	genus	3982034	4	0	0.0
Rathayibacter	33886	genus	4359758	1	0	0.0
Rathayibacter tritici	33888	species	3354681	2	0	0.0
Streptomyces galilaeus	33899	species	7756194	3	2	0.0
Bifidobacterium thermophilum	33905	species	2291643	1	0	0.0
Amycolatopsis mediterranei	33910	species	13655759	3	0	0.0
Anoxybacillus flavithermus	33934	species	2846746	1	1	0.0
Acetobacterium woodii	33952	species	4044777	1	0	0.0
Lactobacillaceae	33958	family	2969763	2	0	0.0
Exiguobacterium	33986	genus	2928324	1	0	0.0
Komagataeibacter europaeus	33995	species	3797909	1	1	0.0
Paracoccus aminovorans	34004	species	4038130	1	1	0.0
Rhodospirillum centenum	34018	species	4355543	1	0	0.0
Moraxella osloensis	34062	species	22729658	1	1	0.0
Variovorax paradoxus	34073	species	6817856	1	0	0.0
Streptobacillus moniliformis	34105	species	1673280	5	0	0.0
Geobacter sulfurreducens	35554	species	3764200	4	0	0.0
Acholeplasma oculi	35623	species	1587120	1	0	0.0
Bifidobacterium choerinum	35760	species	2257294	3	0	0.0
Dermabacter	36739	genus	0	1	0	0.0
Microbacterium aurum	36805	species	3424892	2	1	0.0
Mycobacteroides abscessus	36809	species	6441676	3	2	0.0
Mycolicibacterium pulveris	36813	species	5484749	1	0	0.0
Streptomyces subrutilus	36818	species	7604974	2	2	0.0
Gordonia rubripertincta	36822	species	5332073	3	0	0.0
Paraburkholderia xenovorans	36873	species	19434089	1	0	0.0
Porphyromonas cangingivalis	36874	species	2404857	1	0	0.0
Nocardia brasiliensis	37326	species	9436348	4	2	0.0
Nocardia farcinica	37329	species	6292344	5	0	0.0
Nocardia seriolae	37332	species	16426251	3	0	0.0
Marichromatium purpuratum	37487	species	3779112	1	0	0.0
Dietzia	37914	genus	0	4	0	0.0
Rhodococcus opacus	37919	species	8834939	3	1	0.0
Sinomonas atrocyanea	37927	species	4492204	2	0	0.0
Arthrobacter crystallopoietes	37928	species	5032705	4	3	0.0
Glutamicibacter nicotianae	37929	species	3797724	2	0	0.0
Corynebacterium jeikeium	38289	species	2476822	2	0	0.0
Photobacterium damselae	38293	species	6680153	1	0	0.0
Streptomyces pristinaespiralis	38300	species	8532592	2	1	0.0
Corynebacterium minutissimum	38301	species	2695970	1	0	0.0
Corynebacterium vitaeruminis	38305	species	2931780	1	0	0.0
Rhodococcus coprophilus	38310	species	4579834	1	0	0.0
Shewanella algae	38313	species	20016680	1	1	0.0
Methanococcus maripaludis	39152	species	1760275	2	0	0.0
Anaerobutyricum hallii	39488	species	3515670	1	0	0.0
Mycolicibacterium duvalii	39688	species	5657388	1	0	0.0
