name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Leptospira interrogans	173	species	6128534	1	1	0.0
Leptospira borgpetersenii	174	species	4736323	1	0	0.0
Azospirillum	191	genus	7223069	4	0	0.0
Azospirillum brasilense	192	species	50779208	12	4	0.0
Campylobacter	194	genus	2403822	4	2	0.0
Campylobacter coli	195	species	1776238	2	1	0.0
Campylobacter jejuni	197	species	3124996	3	1	0.0
Campylobacter concisus	199	species	2099413	8	3	0.0
Campylobacter curvus	200	species	1971270	3	0	0.0
Campylobacter showae	204	species	2160580	43	39	0.0
Helicobacter	209	genus	1715890	1	0	0.0
Helicobacter pylori	210	species	1700965	3	3	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Achromobacter	222	genus	7359146	19	0	0.0
Alteromonas	226	genus	4609878	1	0	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	1	1	0.0
Brucella	234	genus	4039663	3	1	0.0
Chryseobacterium balustinum	246	species	4974086	2	2	0.0
Chryseobacterium indologenes	253	species	35240523	1	0	0.0
Sphingobacterium thalpophilum	259	species	5962893	3	1	0.0
Francisella tularensis	263	species	3018743	1	1	0.0
Paracoccus	265	genus	5054656	3	0	0.0
Paracoccus denitrificans	266	species	5236194	1	0	0.0
Thermus	270	genus	2279019	1	1	0.0
Thermus thermophilus	274	species	2214494	11	1	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Comamonas	283	genus	5461687	9	0	0.0
Comamonas testosteroni	285	species	5856025	38	12	0.0
Pseudomonas	286	genus	9017316	75	10	0.0
Pseudomonas aeruginosa	287	species	6798896	59	13	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	13565292	11	3	0.0
Pseudomonas fluorescens	294	species	6604895	35	9	0.0
Pseudomonas fragi	296	species	10253943	2	0	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	5	2	0.0
Pseudomonas mendocina	300	species	5293211	11	6	0.0
Pseudomonas oleovorans	301	species	4686340	5	0	0.0
Pseudomonas putida	303	species	6160317	33	9	0.0
Ralstonia solanacearum	305	species	5757294	38	5	0.0
Pseudomonas stutzeri	316	species	4548207	28	8	0.0
Pseudomonas syringae	317	species	8747300	13	1	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	2	0	0.0
Ralstonia pickettii	329	species	5505543	9	1	0.0
Burkholderia glumae	337	species	6878727	13	1	0.0
Xanthomonas	338	genus	23419814	9	1	0.0
Xanthomonas campestris	339	species	7099366	4	0	0.0
Xanthomonas translucens	343	species	11701367	2	0	0.0
Xanthomonas citri	346	species	27676482	11	5	0.0
Xanthomonas oryzae	347	species	63225372	5	0	0.0
Azotobacter chroococcum	353	species	5192286	2	0	0.0
Rhizobiales	356	order	5410296	80	0	0.0
Agrobacterium	357	genus	6422834	1	0	0.0
Agrobacterium tumefaciens	358	species	7273300	28	0	0.0
Agrobacterium rhizogenes	359	species	5482241	3	1	0.0
Agrobacterium vitis	373	species	6320946	1	0	0.0
Bradyrhizobium	374	genus	11894480	13	1	0.0
Bradyrhizobium japonicum	375	species	9207384	6	1	0.0
Bradyrhizobium sp.	376	species	7547693	3	1	0.0
Rhizobium	379	genus	8184003	11	1	0.0
Sinorhizobium fredii	380	species	6924988	2	1	0.0
Sinorhizobium meliloti	382	species	7082772	5	1	0.0
Rhizobium leguminosarum	384	species	9364981	10	2	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	2	0	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	2	2	0.0
Rhizobium phaseoli	396	species	6665454	5	0	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Methylococcaceae	403	family	4384317	3	0	0.0
Methylobacillus	404	genus	2971517	4	0	0.0
Methylobacterium	407	genus	7144985	7	0	0.0
Methylorubrum extorquens	408	species	8218505	8	1	0.0
Methylococcus	413	genus	3304561	2	0	0.0
Methylosinus	425	genus	5183433	1	0	0.0
Acetobacteraceae	433	family	3826783	6	0	0.0
Acetobacter	434	genus	3590557	2	0	0.0
Acetobacter aceti	435	species	3725037	1	1	0.0
Acetobacter pasteurianus	438	species	3590557	2	0	0.0
Legionella	445	genus	10525492	2	0	0.0
Legionella pneumophila	446	species	12363603	1	0	0.0
Legionella longbeachae	450	species	4149158	1	0	0.0
Legionella spiritensis	452	species	6755735	2	0	0.0
Legionella israelensis	454	species	9344693	1	1	0.0
Legionella jordanis	456	species	3133723	1	0	0.0
Moraxellaceae	468	family	3943545	3	0	0.0
Acinetobacter baumannii	470	species	4233127	1	0	0.0
Moraxella	475	genus	1863286	1	0	0.0
Moraxella bovis	476	species	2911207	3	1	0.0
Moraxella catarrhalis	480	species	1863286	3	1	0.0
Neisseriaceae	481	family	2244925	19	0	0.0
Neisseria	482	genus	2223758	108	45	0.0
Neisseria cinerea	483	species	1832904	43	3	0.0
Neisseria flavescens	484	species	2231882	52	6	0.0
Neisseria gonorrhoeae	485	species	2216159	49	9	0.0
Neisseria lactamica	486	species	2220606	95	3	0.0
Neisseria meningitidis	487	species	2222288	129	21	0.0
Neisseria mucosa	488	species	2783943	352	195	0.0
Neisseria polysaccharea	489	species	2024930	38	2	0.0
Neisseria animalis	492	species	4477875	22	0	0.0
Neisseria canis	493	species	2569389	11	4	0.0
Neisseria elongata	495	species	2253031	949	117	0.0
Psychrobacter	497	genus	2875899	1	0	0.0
Kingella kingae	504	species	4021433	9	0	0.0
Alcaligenaceae	506	family	4354306	16	0	0.0
Alcaligenes	507	genus	0	1	0	0.0
Alcaligenes faecalis	511	species	32768163	16	1	0.0
Bordetella	517	genus	4536693	24	0	0.0
Bordetella bronchiseptica	518	species	5231793	23	1	0.0
Bordetella parapertussis	519	species	4836562	7	0	0.0
Bordetella pertussis	520	species	4781978	2	0	0.0
Bordetella avium	521	species	3732255	8	0	0.0
Ochrobactrum anthropi	529	species	5205777	4	1	0.0
Chromobacterium	535	genus	4751080	9	0	0.0
Chromobacterium violaceum	536	species	4751080	11	2	0.0
Eikenella	538	genus	0	7	0	0.0
Eikenella corrodens	539	species	4651055	566	194	0.0
Zymomonas mobilis	542	species	3463673	3	3	0.0
Enterobacteriaceae	543	family	10341043	11	0	0.0
Citrobacter	544	genus	5276819	3	0	0.0
Citrobacter koseri	545	species	4735357	4	2	0.0
Citrobacter freundii	546	species	5164552	3	0	0.0
Enterobacter	547	genus	11028548	7	0	0.0
Klebsiella aerogenes	548	species	5435727	3	1	0.0
Pantoea agglomerans	549	species	30133336	4	0	0.0
Enterobacter cloacae	550	species	5356576	6	0	0.0
Erwinia amylovora	552	species	3869718	2	0	0.0
Pantoea ananatis	553	species	4838981	1	1	0.0
Escherichia coli	562	species	8437634	15	6	0.0
Atlantibacter hermannii	565	species	13352683	1	0	0.0
Klebsiella	570	genus	12784449	11	1	0.0
Klebsiella oxytoca	571	species	6684898	12	0	0.0
Klebsiella pneumoniae	573	species	14826006	8	1	0.0
Raoultella planticola	575	species	17105658	2	0	0.0
Raoultella terrigena	577	species	6073951	3	0	0.0
Morganella morganii	582	species	5836016	18	1	0.0
Proteus	583	genus	3973324	1	0	0.0
Proteus mirabilis	584	species	3973324	5	3	0.0
Proteus vulgaris	585	species	16657186	4	0	0.0
Salmonella	590	genus	11699879	1	0	0.0
Serratia	613	genus	5012487	11	0	0.0
Serratia liquefaciens	614	species	5282719	2	1	0.0
Serratia marcescens	615	species	5201904	30	4	0.0
Serratia odorifera	618	species	5272556	1	1	0.0
Shigella dysenteriae	622	species	4520554	1	0	0.0
Shigella sonnei	624	species	5137894	3	0	0.0
Xenorhabdus nematophila	628	species	4586662	2	0	0.0
Yersinia	629	genus	6072098	1	0	0.0
Yersinia enterocolitica	630	species	6188788	2	2	0.0
Yersinia pestis	632	species	5818786	1	0	0.0
Edwardsiella	635	genus	3906392	4	0	0.0
Edwardsiella tarda	636	species	3766483	1	0	0.0
Arsenophonus nasoniae	638	species	4987107	1	1	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Aeromonas	642	genus	5822658	8	1	0.0
Aeromonas hydrophila	644	species	4976269	15	2	0.0
Aeromonas salmonicida	645	species	7807177	1	0	0.0
Aeromonas caviae	648	species	27968422	10	2	0.0
Aeromonas media	651	species	4788430	1	0	0.0
Aeromonas schubertii	652	species	8750747	3	1	0.0
Aeromonas veronii	654	species	4551783	19	0	0.0
Vibrio	662	genus	5583206	3	0	0.0
Vibrio alginolyticus	663	species	5146637	2	2	0.0
Vibrio cholerae	666	species	5444833	2	0	0.0
Vibrio harveyi	669	species	35934227	7	1	0.0
Vibrio parahaemolyticus	670	species	5168015	5	1	0.0
Vibrio vulnificus	672	species	5071151	3	2	0.0
Grimontia hollisae	673	species	16426895	1	0	0.0
Vibrio mimicus	674	species	26461692	1	0	0.0
Vibrio cincinnatiensis	675	species	15191860	1	0	0.0
Vibrio fluvialis	676	species	47771737	3	0	0.0
Vibrio campbellii	680	species	8634154	5	1	0.0
Vibrio gazogenes	687	species	4786552	2	1	0.0
Plesiomonas	702	genus	0	1	0	0.0
Plesiomonas shigelloides	703	species	7376338	2	1	0.0
Pasteurellaceae	712	family	2528486	6	1	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	7	1	0.0
Haemophilus	724	genus	2428729	2	0	0.0
Haemophilus haemolyticus	726	species	7646594	6	0	0.0
Haemophilus influenzae	727	species	2511163	5	0	0.0
Haemophilus parainfluenzae	729	species	2086875	16	7	0.0
Histophilus somni	731	species	2138367	3	1	0.0
Aggregatibacter aphrophilus	732	species	3481722	12	0	0.0
Haemophilus parahaemolyticus	735	species	2091866	1	0	0.0
Glaesserella parasuis	738	species	2362471	2	0	0.0
Pasteurella multocida	747	species	2875151	4	0	0.0
Gallibacterium anatis	750	species	2694139	1	0	0.0
Pasteurella dagmatis	754	species	2287213	1	1	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Bartonella bacilliformis	774	species	1445021	1	0	0.0
Bartonella quintana	803	species	1584515	2	0	0.0
Chlamydia trachomatis	813	species	1068120	1	1	0.0
Bacteroides	816	genus	5275069	2	0	0.0
Bacteroides fragilis	817	species	5308603	1	1	0.0
Parabacteroides distasonis	823	species	10023638	1	0	0.0
Campylobacter gracilis	824	species	2281652	4	2	0.0
Porphyromonas gingivalis	837	species	2736420	12	7	0.0
Roseburia	841	genus	4042736	1	0	0.0
Wolinella succinogenes	844	species	2110355	2	0	0.0
Oxalobacter formigenes	847	species	2433653	13	1	0.0
Fusobacterium	848	genus	3161642	10	0	0.0
Fusobacterium nucleatum	851	species	3161193	18	2	0.0
Faecalibacterium prausnitzii	853	species	3102523	24	4	0.0
Fusobacterium varium	856	species	3346458	1	0	0.0
Fusobacterium necrophorum	859	species	4694448	11	1	0.0
Fusobacterium periodonticum	860	species	2541084	8	0	0.0
Fusobacterium ulcerans	861	species	3839419	4	0	0.0
Cardiobacteriaceae	868	family	1389350	1	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	7	3	0.0
Desulfovibrio vulgaris	881	species	3802302	3	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	4	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	4	1	0.0
Desulfococcus	896	genus	3944167	1	0	0.0
Desulfococcus multivorans	897	species	8911375	4	0	0.0
Desulfomicrobium	898	genus	3363015	1	0	0.0
Desulfovibrio piger	901	species	2807531	2	2	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Megasphaera elsdenii	907	species	2491645	1	0	0.0
Nitrobacter hamburgensis	912	species	5011522	1	0	0.0
Nitrobacter winogradskyi	913	species	3402093	1	0	0.0
Thiobacillus	919	genus	2909809	1	0	0.0
Thiomonas intermedia	926	species	3462095	13	4	0.0
Thiomicrospira	933	genus	2045407	1	0	0.0
Bdellovibrio	958	genus	3359107	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	2	0	0.0
Herbaspirillum	963	genus	5363540	15	0	0.0
Herbaspirillum seropedicae	964	species	5513887	8	0	0.0
Selenomonas	970	genus	3100147	1	0	0.0
Bacteroidetes	976	phylum	3686275	7	0	0.0
Cellulophaga lytica	979	species	3765936	1	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	1	1	0.0
Capnocytophaga	1016	genus	2592165	7	5	0.0
Capnocytophaga gingivalis	1017	species	2838633	51	40	0.0
Capnocytophaga sputigena	1019	species	11962418	163	7	0.0
Erythrobacter	1041	genus	3052398	3	0	0.0
Chromatiaceae	1046	family	3825215	6	0	0.0
Halorhodospira halochloris	1052	species	2834560	2	1	0.0
Rhodobacter	1060	genus	4425548	1	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	15	3	0.0
Rhodomicrobium	1068	genus	4014469	1	0	0.0
Rhodopseudomonas	1073	genus	5494465	2	0	0.0
Rhodobacter blasticus	1075	species	3706095	1	1	0.0
Rhodopseudomonas palustris	1076	species	5494465	15	2	0.0
Blastochloris viridis	1079	species	11174693	5	3	0.0
Rhodospirillum	1081	genus	4371641	1	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	4	2	0.0
Cyanobacteria	1117	phylum	4896702	8	0	0.0
Microcystis aeruginosa	1126	species	5038678	1	0	0.0
Synechococcus	1129	genus	2744871	4	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	1	0	0.0
Synechocystis	1142	genus	3570073	1	0	0.0
Oscillatoriales	1150	order	7831139	1	0	0.0
Nostoc	1177	genus	9602270	1	0	0.0
Trichodesmium erythraeum	1206	species	7750108	1	0	0.0
Proteobacteria	1224	phylum	6582363	86	0	0.0
Nitrosococcus	1227	genus	3680219	1	0	0.0
Nitrospira	1234	genus	0	2	0	0.0
Gammaproteobacteria	1236	class	8199621	87	0	0.0
Piscirickettsia salmonis	1238	species	3507509	2	2	0.0
Firmicutes	1239	phylum	3951907	19	0	0.0
Leuconostoc mesenteroides	1245	species	3310663	1	0	0.0
Leuconostoc lactis	1246	species	7207125	1	1	0.0
Oenococcus oeni	1247	species	1780517	2	1	0.0
Finegoldia magna	1260	species	1986740	2	0	0.0
Ruminococcus	1263	genus	4482087	2	0	0.0
Micrococcaceae	1268	family	3809026	25	0	0.0
Micrococcus	1269	genus	4996790	2	0	0.0
Micrococcus luteus	1270	species	4996790	40	4	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	14	2	0.0
Kocuria rosea	1275	species	11520941	19	1	0.0
Kytococcus sedentarius	1276	species	2785024	3	0	0.0
Staphylococcus	1279	genus	5162113	6	0	0.0
Staphylococcus aureus	1280	species	5962137	4	1	0.0
Staphylococcus carnosus	1281	species	2566424	1	0	0.0
Staphylococcus epidermidis	1282	species	2601987	2	1	0.0
Staphylococcus haemolyticus	1283	species	2697861	5	0	0.0
Staphylococcus warneri	1292	species	12763842	1	0	0.0
Staphylococcus schleiferi	1295	species	15034207	1	0	0.0
Staphylococcus sciuri	1296	species	2811859	3	1	0.0
Deinococcus	1298	genus	4067791	5	0	0.0
Deinococcus radiodurans	1299	species	6628921	3	0	0.0
Streptococcaceae	1300	family	2703668	12	0	0.0
Streptococcus	1301	genus	2347233	272	167	0.0
Streptococcus gordonii	1302	species	2196662	2094	346	0.0
Streptococcus oralis	1303	species	1926449	138	13	0.0
Streptococcus salivarius	1304	species	2213879	36	0	0.0
Streptococcus sanguinis	1305	species	2388435	5498	755	0.227198
Streptococcus suis	1307	species	2106595	50	8	0.0
Streptococcus thermophilus	1308	species	1844731	20	1	0.0
Streptococcus mutans	1309	species	2024183	11	2	0.0
Streptococcus sobrinus	1310	species	12977382	14	1	0.0
Streptococcus agalactiae	1311	species	2111259	44	6	0.0
Streptococcus pneumoniae	1313	species	2114821	64	6	0.0
Streptococcus pyogenes	1314	species	1940888	50	2	0.0
Streptococcus parasanguinis	1318	species	2162630	2	0	0.0
Streptococcus sp. 'group B'	1319	species	2178261	2	0	0.0
Blautia hansenii	1322	species	3065949	1	0	0.0
Streptococcus acidominimus	1326	species	2330811	5	0	0.0
Streptococcus anginosus	1328	species	2089210	174	12	0.0
Streptococcus canis	1329	species	6369596	11	2	0.0
Streptococcus dysgalactiae	1334	species	4983431	18	1	0.0
Streptococcus equinus	1335	species	11728033	9	2	0.0
Streptococcus equi	1336	species	5023339	20	0	0.0
Streptococcus intermedius	1338	species	1963517	119	10	0.0
Streptococcus porcinus	1340	species	10166034	24	7	0.0
Streptococcus ratti	1341	species	2096943	6	3	0.0
Streptococcus vestibularis	1343	species	1950305	6	0	0.0
Streptococcus ferus	1345	species	1872314	7	3	0.0
Streptococcus iniae	1346	species	12603142	3	0	0.0
Streptococcus parauberis	1348	species	2143887	2	1	0.0
Streptococcus uberis	1349	species	1852352	9	0	0.0
Enterococcus	1350	genus	3047520	6	0	0.0
Enterococcus faecalis	1351	species	3027316	1	0	0.0
Enterococcus faecium	1352	species	2969925	4	3	0.0
Enterococcus gallinarum	1353	species	7096408	1	0	0.0
Enterococcus hirae	1354	species	2856440	3	0	0.0
Lactococcus lactis	1358	species	6185330	5	2	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	33254851	1	1	0.0
Lactococcus garvieae	1363	species	1957049	6	0	0.0
Lactococcus piscium	1364	species	2503066	2	0	0.0
Lactococcus raffinolactis	1366	species	4587907	10	0	0.0
Planococcus kocurii	1374	species	3485580	1	0	0.0
Aerococcus urinae	1376	species	2080974	1	0	0.0
Aerococcus viridans	1377	species	2199877	4	0	0.0
Gemella	1378	genus	0	11	0	0.0
Gemella haemolysans	1379	species	1926227	31	5	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillales	1385	order	5092237	16	0	0.0
Bacillus	1386	genus	6141499	6	0	0.0
Bacillus amyloliquefaciens	1390	species	3989737	2	0	0.0
Bacillus anthracis	1392	species	5860829	1	0	0.0
Brevibacillus brevis	1393	species	6469936	2	1	0.0
Bacillus cereus	1396	species	6509544	6	2	0.0
Bacillus circulans	1397	species	10449620	2	0	0.0
Bacillus coagulans	1398	species	3312652	7	0	0.0
Bacillus licheniformis	1402	species	8445242	11	0	0.0
Bacillus megaterium	1404	species	6383812	1	0	0.0
Paenibacillus polymyxa	1406	species	5942566	5	2	0.0
Bacillus pumilus	1408	species	3704641	1	0	0.0
Lysinibacillus sphaericus	1421	species	4817463	1	1	0.0
Bacillus subtilis	1423	species	8637394	3	0	0.0
Parageobacillus thermoglucosidasius	1426	species	3993793	5	0	0.0
Bacillus thuringiensis	1428	species	6568323	4	2	0.0
Bacillus atrophaeus	1452	species	4168266	1	0	0.0
Paenibacillus larvae	1464	species	13176472	1	0	0.0
Bacillus smithii	1479	species	3381292	2	0	0.0
Clostridium	1485	genus	4654291	6	0	0.0
Clostridium botulinum	1491	species	4204997	8	3	0.0
Clostridium butyricum	1492	species	41927457	2	1	0.0
Clostridioides difficile	1496	species	5221519	81	6	0.0
Hathewaya histolytica	1498	species	2740791	1	1	0.0
Clostridium pasteurianum	1501	species	9050473	3	0	0.0
Clostridium perfringens	1502	species	3171211	2	1	0.0
Clostridium sporogenes	1509	species	8284974	4	0	0.0
Clostridium tetani	1513	species	2869591	1	0	0.0
Hungateiclostridium thermocellum	1515	species	3634338	1	0	0.0
Clostridium beijerinckii	1520	species	6062225	5	0	0.0
Moorella thermoacetica	1525	species	2628784	5	1	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Clostridium scatologenes	1548	species	5749410	1	0	0.0
Clostridium estertheticum subsp. estertheticum	1552	subspecies	4785613	2	0	0.0
Clostridium baratii	1561	species	3338630	1	1	0.0
Desulfotomaculum	1562	genus	3489791	1	0	0.0
Sporosarcina	1569	genus	0	1	0	0.0
Sporosarcina ureae	1571	species	13511270	3	1	0.0
Leifsonia xyli	1575	species	2635288	11	3	0.0
Lactobacillus	1578	genus	3009630	3	2	0.0
Lactobacillus buchneri	1581	species	2575738	3	0	0.0
Lactobacillus casei	1582	species	3018036	4	0	0.0
Weissella confusa	1583	species	6922439	1	0	0.0
Lactobacillus delbrueckii	1584	species	4102271	1	0	0.0
Lactobacillus helveticus	1587	species	2095920	3	0	0.0
Lactobacillus paracasei	1597	species	3589835	5	0	0.0
Lactobacillus reuteri	1598	species	2114305	1	1	0.0
Lactobacillus sakei	1599	species	1913898	1	1	0.0
Lactobacillus acetotolerans	1600	species	5066279	3	0	0.0
Lactobacillus agilis	1601	species	2205859	2	1	0.0
Lactobacillus animalis	1605	species	2280577	1	0	0.0
Lactobacillus fermentum	1613	species	2148561	5	0	0.0
Lactobacillus fructivorans	1614	species	1388767	1	1	0.0
Lactobacillus mali	1618	species	2611959	1	1	0.0
Lactobacillus murinus	1622	species	7301880	7	0	0.0
Lactobacillus salivarius	1624	species	2056170	8	1	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	1	0	0.0
Listeria monocytogenes	1639	species	3008233	9	2	0.0
Listeria grayi	1641	species	2751104	1	0	0.0
Renibacterium salmoninarum	1646	species	3155250	4	0	0.0
Erysipelothrix rhusiopathiae	1648	species	1770425	1	0	0.0
Kurthia zopfii	1650	species	3061888	1	0	0.0
Corynebacteriaceae	1653	family	2732186	21	0	0.0
Actinomyces	1654	genus	2811991	720	292	0.0
Actinomyces naeslundii	1655	species	3040449	3758	387	0.0
Actinomyces viscosus	1656	species	3491241	3139	1195	0.0777155
Actinomyces israelii	1659	species	2572997	48	10	0.0
Schaalia odontolytica	1660	species	4792768	114	31	0.0
Trueperella pyogenes	1661	species	2272494	17	2	0.0
Arthrobacter	1663	genus	0	18	0	0.0
Bifidobacterium	1678	genus	2688194	14	0	0.0
Bifidobacterium adolescentis	1680	species	2089645	4	0	0.0
Bifidobacterium bifidum	1681	species	2209060	10	0	0.0
Bifidobacterium longum subsp. infantis	1682	subspecies	10711411	1	1	0.0
Bifidobacterium asteroides	1684	species	2178836	3	0	0.0
Bifidobacterium breve	1685	species	2317134	5	0	0.0
Bifidobacterium catenulatum	1686	species	2308286	5	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	7	0	0.0
Bifidobacterium dentium	1689	species	2636018	4	0	0.0
Bifidobacterium indicum	1691	species	1734546	1	0	0.0
Bifidobacterium pseudolongum	1694	species	2005427	4	0	0.0
Brevibacterium	1696	genus	0	7	0	0.0
Corynebacterium ammoniagenes	1697	species	2790185	2	0	0.0
Brevibacterium linens	1703	species	12097701	26	4	0.0
Cellulomonas	1707	genus	3971988	21	0	0.0
Cellulomonas fimi	1708	species	4266344	10	0	0.0
Cellulosimicrobium cellulans	1710	species	9019668	20	4	0.0
Cellulomonas flavigena	1711	species	4123179	3	0	0.0
Corynebacterium	1716	genus	2732186	43	1	0.0
Corynebacterium diphtheriae	1717	species	2464936	3	0	0.0
Corynebacterium glutamicum	1718	species	3713456	2	0	0.0
Corynebacterium xerosis	1725	species	5560360	12	4	0.0
Corynebacterium variabile	1727	species	3433007	2	0	0.0
Eubacterium	1730	genus	0	1	0	0.0
Eubacterium limosum	1736	species	13313701	18	1	0.0
Propionibacterium	1743	genus	2646865	8	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	34	4	0.0
Cutibacterium acnes	1747	species	2513231	13	3	0.0
Acidipropionibacterium acidipropionici	1748	species	3656170	49	1	0.0
Acidipropionibacterium jensenii	1749	species	12257369	46	3	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	13736	1558	0.314636
Propionibacterium freudenreichii subsp. shermanii	1752	subspecies	2675045	1	0	0.0
Thermoanaerobacter	1754	genus	2526854	2	1	0.0
Actinobacteria	1760	class	5015669	356	87	0.0
Mycobacteriaceae	1762	family	7116636	33	0	0.0
Mycobacterium	1763	genus	7259758	21	1	0.0
Mycobacterium avium	1764	species	18898623	6	2	0.0
Mycolicibacterium fortuitum	1766	species	6254616	5	4	0.0
Mycobacterium intracellulare	1767	species	5499669	3	0	0.0
Mycobacterium kansasii	1768	species	6577228	2	0	0.0
Mycobacterium leprae	1769	species	3268132	3	1	0.0
Mycolicibacterium phlei	1771	species	5349645	4	1	0.0
Mycolicibacterium smegmatis	1772	species	14041927	3	1	0.0
Mycobacterium tuberculosis	1773	species	5853101	4	1	0.0
Mycobacterium cookii	1775	species	5318517	4	0	0.0
Mycobacterium marinum	1781	species	6555333	5	0	0.0
Mycobacterium simiae	1784	species	5788994	4	2	0.0
Mycolicibacter terrae	1788	species	9098503	6	2	0.0
Mycobacterium xenopi	1789	species	4917655	7	3	0.0
Mycolicibacterium aurum	1791	species	12074314	11	5	0.0
Mycolicibacterium chitae	1792	species	10943830	6	1	0.0
Mycolicibacterium fallax	1793	species	4156821	11	6	0.0
Mycolicibacterium gadium	1794	species	5964999	5	1	0.0
Mycolicibacterium neoaurum	1795	species	5421267	2	1	0.0
Mycolicibacterium thermoresistibile	1797	species	4950685	4	4	0.0
Mycolicibacterium aichiense	1799	species	5925482	5	2	0.0
Mycolicibacterium chubuense	1800	species	6342624	1	0	0.0
Mycolicibacterium gilvum	1804	species	5883060	1	0	0.0
Mycobacterium ulcerans	1809	species	5936029	1	0	0.0
Mycolicibacterium vaccae	1810	species	6235754	1	0	0.0
Amycolatopsis	1813	genus	12051167	2	0	0.0
Amycolatopsis methanolica	1814	species	7237391	6	0	0.0
Nocardia	1817	genus	7567967	10	0	0.0
Nocardia otitidiscaviarum	1823	species	7687583	8	4	0.0
Nocardia asteroides	1824	species	6983363	10	5	0.0
Rhodococcus	1827	genus	6750748	23	2	0.0
Rhodococcus rhodochrous	1829	species	11178579	4	0	0.0
Rhodococcus ruber	1830	species	28280812	17	2	0.0
Rhodococcus erythropolis	1833	species	6691155	3	3	0.0
Saccharopolyspora	1835	genus	8212805	1	0	0.0
