name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Streptococcus agalactiae	1311	species	2111259	2	0	0.0
Streptococcus pneumoniae	1313	species	2114821	14	1	0.0
Streptococcus pyogenes	1314	species	1940888	24	0	0.0
Streptococcus acidominimus	1326	species	2330811	1	1	0.0
Streptococcus anginosus	1328	species	2089210	24	2	0.0
Streptococcus canis	1329	species	6369596	2	0	0.0
Streptococcus dysgalactiae	1334	species	4983431	12	0	0.0
Streptococcus equinus	1335	species	11728033	1	0	0.0
Streptococcus equi	1336	species	5023339	2	0	0.0
Streptococcus intermedius	1338	species	1963517	8	0	0.0
Streptococcus porcinus	1340	species	10166034	4	0	0.0
Streptococcus vestibularis	1343	species	1950305	1	0	0.0
Streptococcus iniae	1346	species	12603142	1	1	0.0
Enterococcus faecalis	1351	species	3027316	2	0	0.0
Enterococcus faecium	1352	species	2969925	1	0	0.0
Gemella	1378	genus	0	1	0	0.0
Bacillales	1385	order	5092237	10	0	0.0
Bacillus	1386	genus	6141499	4	2	0.0
Bacillus amyloliquefaciens	1390	species	3989737	1	0	0.0
Paenibacillus lautus	1401	species	7354571	1	1	0.0
Parageobacillus thermoglucosidasius	1426	species	3993793	6	0	0.0
Sporosarcina pasteurii	1474	species	3253966	1	0	0.0
Sporosarcina psychrophila	1476	species	4674191	1	1	0.0
Clostridium	1485	genus	4654291	6	0	0.0
Clostridioides difficile	1496	species	5221519	10	2	0.0
Clostridium formicaceticum	1497	species	9173483	2	0	0.0
Clostridium perfringens	1502	species	3171211	1	0	0.0
Paeniclostridium sordellii	1505	species	3584812	1	1	0.0
Clostridium sporogenes	1509	species	8284974	2	0	0.0
Clostridium beijerinckii	1520	species	6062225	3	0	0.0
Ruminiclostridium cellulolyticum	1521	species	4068724	1	0	0.0
Moorella thermoacetica	1525	species	2628784	2	2	0.0
Clavibacter	1573	genus	5099992	1	0	0.0
Leifsonia xyli	1575	species	2635288	3	2	0.0
Lactobacillus	1578	genus	3009630	1	0	0.0
Lactobacillus casei	1582	species	3018036	1	0	0.0
Lactobacillus paracasei	1597	species	3589835	1	0	0.0
Lactobacillus fermentum	1613	species	2148561	1	0	0.0
Listeria monocytogenes	1639	species	3008233	2	1	0.0
Corynebacteriaceae	1653	family	2732186	12	0	0.0
Actinomyces	1654	genus	2811991	291	86	0.0
Actinomyces naeslundii	1655	species	3040449	232	17	0.207616
Actinomyces viscosus	1656	species	3491241	296	80	0
Actinomyces israelii	1659	species	2572997	31	10	0.0
Schaalia odontolytica	1660	species	4792768	120	37	0.0
Trueperella pyogenes	1661	species	2272494	16	0	0.0
Arthrobacter	1663	genus	0	5	0	0.0
Bifidobacterium	1678	genus	2688194	10	0	0.0
Bifidobacterium adolescentis	1680	species	2089645	1	1	0.0
Bifidobacterium angulatum	1683	species	2021974	4	1	0.0
Bifidobacterium asteroides	1684	species	2178836	1	0	0.0
Bifidobacterium breve	1685	species	2317134	3	2	0.0
Bifidobacterium catenulatum	1686	species	2308286	1	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	2	0	0.0
Bifidobacterium dentium	1689	species	2636018	2	0	0.0
Bifidobacterium indicum	1691	species	1734546	1	0	0.0
Bifidobacterium pseudolongum	1694	species	2005427	2	0	0.0
Brevibacterium	1696	genus	0	5	0	0.0
Brevibacterium linens	1703	species	12097701	17	3	0.0
Corynebacterium stationis	1705	species	8587058	3	0	0.0
Cellulomonas	1707	genus	3971988	11	0	0.0
Cellulomonas fimi	1708	species	4266344	8	0	0.0
Cellulosimicrobium cellulans	1710	species	9019668	17	2	0.0
Cellulomonas flavigena	1711	species	4123179	2	0	0.0
Corynebacterium	1716	genus	2732186	25	0	0.0
Corynebacterium pseudotuberculosis	1719	species	2347054	1	1	0.0
Corynebacterium renale	1724	species	4673218	5	1	0.0
Corynebacterium xerosis	1725	species	5560360	4	0	0.0
Eubacterium	1730	genus	0	1	0	0.0
Eubacterium limosum	1736	species	13313701	7	2	0.0
Propionibacterium	1743	genus	2646865	6	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	24	4	0.0
Cutibacterium acnes	1747	species	2513231	4	1	0.0
Acidipropionibacterium acidipropionici	1748	species	3656170	24	0	0.0
Acidipropionibacterium jensenii	1749	species	12257369	41	0	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	3280	285	0.0
Propionibacterium freudenreichii subsp. shermanii	1752	subspecies	2675045	1	0	0.0
Actinobacteria	1760	class	5015669	203	51	0.0
Mycobacteriaceae	1762	family	7116636	18	0	0.0
Mycobacterium	1763	genus	7259758	8	0	0.0
Mycobacterium avium	1764	species	18898623	3	0	0.0
Mycolicibacterium fortuitum	1766	species	6254616	1	0	0.0
Mycobacterium intracellulare	1767	species	5499669	2	0	0.0
Mycolicibacterium phlei	1771	species	5349645	1	0	0.0
Mycolicibacterium smegmatis	1772	species	14041927	5	1	0.0
Mycobacterium cookii	1775	species	5318517	2	0	0.0
Mycobacterium marinum	1781	species	6555333	3	0	0.0
Mycobacterium simiae	1784	species	5788994	4	1	0.0
Mycolicibacter terrae	1788	species	9098503	3	2	0.0
Mycobacterium xenopi	1789	species	4917655	4	0	0.0
Mycolicibacterium aurum	1791	species	12074314	4	1	0.0
Mycolicibacterium chitae	1792	species	10943830	10	0	0.0
Mycolicibacterium fallax	1793	species	4156821	4	0	0.0
Mycolicibacterium neoaurum	1795	species	5421267	3	2	0.0
Mycolicibacterium aichiense	1799	species	5925482	2	1	0.0
Mycolicibacterium chubuense	1800	species	6342624	3	0	0.0
Mycobacterium ulcerans	1809	species	5936029	1	0	0.0
Amycolatopsis	1813	genus	12051167	5	0	0.0
Amycolatopsis methanolica	1814	species	7237391	1	0	0.0
Nocardia	1817	genus	7567967	9	0	0.0
Nocardia otitidiscaviarum	1823	species	7687583	3	0	0.0
Nocardia asteroides	1824	species	6983363	4	0	0.0
Rhodococcus	1827	genus	6750748	15	2	0.0
Rhodococcus rhodochrous	1829	species	11178579	6	4	0.0
Rhodococcus ruber	1830	species	28280812	12	0	0.0
Rhodococcus erythropolis	1833	species	6691155	1	0	0.0
Saccharopolyspora	1835	genus	8212805	1	0	0.0
Nocardioides	1839	genus	4376707	10	0	0.0
Pseudonocardia	1847	genus	7303989	2	0	0.0
Saccharomonospora	1851	genus	4308349	1	0	0.0
Frankia	1854	genus	7497934	2	0	0.0
Frankia alni	1859	species	7497934	1	0	0.0
Dermatophilus congolensis	1863	species	2627820	1	0	0.0
Actinoplanes	1865	genus	8812229	5	0	0.0
Micromonospora	1873	genus	7025559	4	0	0.0
Streptomyces	1883	genus	9710281	70	4	0.0
Streptomyces actuosus	1885	species	8145579	2	1	0.0
Streptomyces albidoflavus	1886	species	21143534	12	0	0.0
Streptomyces albus	1888	species	33079680	19	3	0.0
Streptomyces ambofaciens	1889	species	8393598	1	0	0.0
Streptomyces atratus	1893	species	9641288	2	0	0.0
Kitasatospora aureofaciens	1894	species	7076402	7	0	0.0
Streptomyces clavuligerus	1901	species	24193969	5	0	0.0
Streptomyces exfoliatus	1905	species	7646296	1	1	0.0
Streptomyces fradiae	1906	species	6725579	3	0	0.0
Streptomyces glaucescens	1907	species	7623774	3	2	0.0
Streptomyces globisporus	1908	species	7783599	1	0	0.0
Streptomyces hygroscopicus	1912	species	10333189	4	1	0.0
Streptomyces lincolnensis	1915	species	19832691	5	0	0.0
Streptomyces rimosus	1927	species	19019657	10	0	0.0
Streptomyces rochei	1928	species	8364802	2	1	0.0
Streptomyces tendae	1932	species	7343456	3	0	0.0
Streptomyces violaceoruber	1935	species	7916045	2	1	0.0
Streptomyces albireticuli	1940	species	8144417	2	2	0.0
Streptomyces vinaceus	1960	species	7673509	4	1	0.0
Streptomyces kanamyceticus	1967	species	10133897	9	3	0.0
Streptomyces chartreusis	1969	species	17966634	3	0	0.0
Actinomadura	1988	genus	0	1	0	0.0
Streptosporangium roseum	2001	species	10369518	3	0	0.0
Streptosporangiaceae	2004	family	10369518	7	0	0.0
Thermobispora bispora	2006	species	4189976	3	0	0.0
Thermomonosporaceae	2012	family	5639016	5	0	0.0
Nocardiopsis	2013	genus	6177891	1	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	9	2	0.0
Thermobifida fusca	2021	species	3642249	1	0	0.0
Microbacterium testaceum	2033	species	3982034	1	0	0.0
Curtobacterium	2034	genus	3933752	1	0	0.0
Curtobacterium flaccumfaciens	2035	species	3933752	1	0	0.0
Actinomycetales	2037	order	2376616	5	0	0.0
Aeromicrobium	2040	genus	0	2	0	0.0
Aeromicrobium erythreum	2041	species	3629239	5	1	0.0
Pimelobacter simplex	2045	species	5637360	7	3	0.0
Actinomycetaceae	2049	family	2376616	86	0	0.0
Mobiluncus curtisii	2051	species	2146480	1	0	0.0
Gordonia	2053	genus	5567155	5	0	0.0
Gordonia bronchialis	2054	species	5290012	5	1	0.0
Gordonia terrae	2055	species	16723305	2	0	0.0
Tsukamurella	2060	genus	4479724	1	0	0.0
Tsukamurella paurometabola	2061	species	4479724	4	0	0.0
Streptomycetaceae	2062	family	9677174	47	0	0.0
Kitasatospora	2063	genus	8783278	4	0	0.0
Kitasatospora setae	2066	species	8783278	2	0	0.0
Pseudonocardiaceae	2070	family	9441254	31	0	0.0
Pseudonocardia autotrophica	2074	species	7535285	8	3	0.0
Mycoplasmatales	2085	order	1430664	1	0	0.0
Mycoplasma	2093	genus	1460880	1	1	0.0
Methanobacterium	2160	genus	0	9	0	0.0
Methanobrevibacter	2172	genus	2395181	11	5	0.0
Methanobrevibacter smithii	2173	species	1853160	37	2	0.0
Methanothermus fervidus	2180	species	1243342	1	0	0.0
Archaeoglobus	2233	genus	2007396	1	0	0.0
Halobacteriales	2235	order	3677006	2	0	0.0
Thermococcales	2258	order	2048998	1	0	0.0
Desulfobacterium	2295	genus	5657782	1	0	0.0
Methanosphaera	2316	genus	1767403	1	0	0.0
Methanosphaera stadtmanae	2317	species	1767403	5	0	0.0
Desulfomonile tiedjei	2358	species	6527027	1	0	0.0
Xylella fastidiosa	2371	species	2598472	1	0	0.0
Roseobacter	2433	genus	4538342	1	0	0.0
Gardnerella vaginalis	2702	species	1669705	1	0	0.0
Cardiobacterium hominis	2718	species	2670755	22	19	0.0
Halomonas	2745	genus	4061825	3	0	0.0
Halomonas elongata	2746	species	4061825	1	0	0.0
Hominidae	9604	family	0	1	0	0.0
Homo sapiens	9606	species	3272089205	81	63	0.0
Cercopithecine alphaherpesvirus 2	10317	species	150715	1	0	0.0
Azoarcus	12960	genus	0	3	0	0.0
Burkholderia mallei	13373	species	7121566	1	0	0.0
Sphingomonas	13687	genus	5564099	1	0	0.0
Sphingobium yanoikuyae	13690	species	22942584	2	1	0.0
Bifidobacterium animalis	28025	species	2501520	1	0	0.0
Corynebacterium flavescens	28028	species	2758653	1	0	0.0
Streptococcus mitis	28037	species	2007747	11	0	0.0
Mycolicibacterium confluentis	28047	species	5876557	2	1	0.0
Acidothermus	28048	genus	2443540	1	0	0.0
Micromonosporaceae	28056	family	7309173	9	0	0.0
Rubrivivax	28067	genus	5043253	2	0	0.0
Legionella cherrii	28084	species	3729541	1	0	0.0
Legionella sainthelensi	28087	species	12868283	1	0	0.0
Neisseria weaveri	28091	species	4426978	2	0	0.0
Burkholderia gladioli	28095	species	17543424	2	1	0.0
Francisella philomiragia	28110	species	2033555	1	0	0.0
Bacteroides heparinolyticus	28113	species	3608975	14	3	0.0
Bacteroides ovatus	28116	species	6475296	4	0	0.0
Odoribacter splanchnicus	28118	species	4392288	1	0	0.0
Bacteroides zoogleoformans	28119	species	3361794	1	1	0.0
Prevotella denticola	28129	species	2937589	6	2	0.0
Prevotella intermedia	28131	species	2686803	55	21	0.0
Prevotella melaninogenica	28132	species	3168282	2	0	0.0
Prevotella oris	28135	species	3168212	5	3	0.0
Arcobacter	28196	genus	2367959	1	0	0.0
Alphaproteobacteria	28211	class	3925312	34	0	0.0
Betaproteobacteria	28216	class	5609802	24	0	0.0
Deltaproteobacteria	28221	class	5142330	15	0	0.0
Desulfobacula toluolica	28223	species	5197905	1	0	0.0
Geobacter	28231	genus	4227210	3	0	0.0
Geobacter metallireducens	28232	species	4011182	2	0	0.0
Cobetia marina	28258	species	4176400	2	0	0.0
Arcanobacterium haemolyticum	28264	species	1986154	1	0	0.0
Clavibacter michiganensis	28447	species	5099992	9	2	0.0
Neisseria subflava	28449	species	4517530	8	0	0.0
Burkholderia pseudomallei	28450	species	7728704	1	0	0.0
Caudovirales	28883	order	84759	1	0	0.0
Euryarchaeota	28890	phylum	2944553	1	0	0.0
Streptomyces nitrosporeus	28894	species	7581562	2	1	0.0
Halorubrum trapanicum	29284	species	3080199	4	3	0.0
Natronococcus occultus	29288	species	4314118	1	0	0.0
Mycolicibacter hiberniae	29314	species	4396654	1	1	0.0
[Clostridium] cellulosi	29343	species	2229578	1	1	0.0
[Clostridium] scindens	29347	species	3658040	3	0	0.0
Gemella morbillorum	29391	species	3540381	23	4	0.178299
Microlunatus	29404	genus	5683123	1	0	0.0
Microlunatus phosphovorus	29405	species	5683123	1	0	0.0
Methylorubrum zatmanii	29429	species	5610348	1	0	0.0
Xanthomonas albilineans	29447	species	3852299	1	0	0.0
Rhizobium etli	29449	species	6871348	2	0	0.0
Veillonella	29465	genus	2132142	1	0	0.0
Veillonella parvula	29466	species	2132142	2	0	0.0
Yersinia frederiksenii	29484	species	4550894	1	1	0.0
Yersinia ruckeri	29486	species	18939945	4	0	0.0
Lawsonia intracellularis	29546	species	1719103	1	0	0.0
Rhodothermus marinus	29549	species	3360429	2	0	0.0
Acholeplasma axanthum	29552	species	1883099	1	0	0.0
Janthinobacterium	29580	genus	5949001	1	0	0.0
Bifidobacteriaceae	31953	family	2593741	10	0	0.0
Propionibacteriaceae	31957	family	2827829	35	0	0.0
Amycolatopsis orientalis	31958	species	9490992	4	1	0.0
Mollicutes	31969	class	1398080	3	0	0.0
Clostridiaceae	31979	family	4509975	2	0	0.0
Rhodobacteraceae	31989	family	4505216	8	0	0.0
Achromobacter denitrificans	32002	species	20166270	2	0	0.0
Nitrosomonadales	32003	order	3061161	5	0	0.0
Burkholderia	32008	genus	8385645	10	3	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	2	0	0.0
Iodobacter	32014	genus	0	1	0	0.0
Xanthomonadaceae	32033	family	18116294	2	0	0.0
Synechococcus sp. WH 7803	32051	species	2366980	1	1	0.0
Chloroflexia	32061	class	5233930	1	0	0.0
Leptotrichia	32067	genus	2465610	1	1	0.0
Cutibacterium avidum	33010	species	2526138	14	3	0.0
Cutibacterium granulosum	33011	species	2175244	7	1	0.0
Clavibacter michiganensis subsp. michiganensis	33013	subspecies	3365549	2	0	0.0
Phascolarctobacterium faecium	33025	species	2454371	1	0	0.0
Parvimonas micra	33033	species	4966270	38	3	0.0
Blautia producta	33035	species	6197116	1	0	0.0
[Ruminococcus] gnavus	33038	species	7101830	1	0	0.0
Streptococcus milleri	33040	species	3747706	22	6	0.0
Sphingopyxis macrogoltabida	33050	species	16800329	2	1	0.0
Thauera	33057	genus	3711792	1	0	0.0
Pseudomonas viridiflava	33069	species	6093513	1	0	0.0
Coriobacterium	33870	genus	2115681	1	0	0.0
Microbacterium	33882	genus	3982034	8	0	0.0
Rathayibacter	33886	genus	4359758	1	0	0.0
Rathayibacter rathayi	33887	species	3103889	2	0	0.0
Rathayibacter tritici	33888	species	3354681	3	2	0.0
Streptomyces galilaeus	33899	species	7756194	5	3	0.0
Amycolatopsis mediterranei	33910	species	13655759	2	0	0.0
Enterococcus avium	33945	species	8605474	1	0	0.0
Leuconostoc citreum	33964	species	1896614	1	0	0.0
Leuconostoc mesenteroides subsp. mesenteroides	33967	subspecies	10035899	1	0	0.0
Komagataeibacter europaeus	33995	species	3797909	1	0	0.0
Paracoccus aminovorans	34004	species	4038130	3	2	0.0
Rhodovulum	34008	genus	4347929	1	0	0.0
Rahnella aquatilis	34038	species	5656799	1	0	0.0
Variovorax paradoxus	34073	species	6817856	3	0	0.0
Blattabacterium	34098	genus	625383	1	0	0.0
Sphaerotilus	34102	genus	4430992	1	0	0.0
Sphaerotilus natans	34103	species	4430992	1	0	0.0
Streptobacillus moniliformis	34105	species	1673280	4	0	0.0
Geobacter sulfurreducens	35554	species	3764200	1	0	0.0
Corynebacterium kutscheri	35755	species	9483442	11	0	0.0
Bifidobacterium choerinum	35760	species	2257294	2	0	0.0
Microbacterium aurum	36805	species	3424892	3	0	0.0
Mycobacteroides abscessus	36809	species	6441676	4	1	0.0
Mycolicibacterium pulveris	36813	species	5484749	2	0	0.0
Streptomyces subrutilus	36818	species	7604974	1	0	0.0
Gordonia rubripertincta	36822	species	5332073	3	1	0.0
