name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Mycobacterium branderi	43348	species	5979623	2	0	0.0
Brachybacterium	43668	genus	3614992	4	0	0.0
Brachybacterium faecium	43669	species	3614992	2	0	0.0
Rothia mucilaginosa	43675	species	2264603	3	0	0.0
Rhodococcus hoagii	43767	species	5043170	1	1	0.0
Corynebacterium matruchotii	43768	species	2878842	20	20	0.0
Corynebacterium striatum	43770	species	8823163	2	0	0.0
Corynebacterium urealyticum	43771	species	2342642	2	0	0.0
Corynebacterium segmentosum	43990	species	2373440	1	0	0.0
Mycobacterium conspicuum	44010	species	6237139	1	0	0.0
Thauera aromatica K172	44139	leaf	3711792	1	0	0.0
Paenibacillus	44249	genus	8020889	2	0	0.0
Paenibacillus durus	44251	species	5575484	1	1	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	1	0	0.0
Pasteurella multocida subsp. multocida	44283	subspecies	7146227	2	0	0.0
Legionella lansingensis	45067	species	2989256	1	0	0.0
Streptomyces griseoviridis	45398	species	8963414	4	3	0.0
Streptococcus cristatus	45634	species	2071225	28	1	0.0
Thermosipho melanesiensis	46541	species	1915238	1	0	0.0
Hydrogenophaga	47420	genus	0	1	0	0.0
Hydrogenophaga pseudoflava	47421	species	4905973	1	1	0.0
Borrelia miyamotoi	47466	species	937966	1	1	0.0
Lautropia	47670	genus	0	1	0	0.0
Lautropia mirabilis	47671	species	3172010	43	43	0.0
Bacteroides caccae	47678	species	4570803	2	1	0.0
Lactobacillus rhamnosus	47715	species	3984358	2	2	0.0
Streptomyces olivaceus	47716	species	8180260	1	1	0.0
Streptomyces lydicus	47763	species	34877721	5	1	0.0
Micromonospora aurantiaca	47850	species	7025559	2	0	0.0
Pseudomonas corrugata	47879	species	6124363	1	1	0.0
Pseudomonas synxantha	47883	species	45801379	1	1	0.0
Pseudomonas oryzihabitans	47885	species	10099269	1	0	0.0
Microbulbifer hydrolyticus	48074	species	4209307	1	0	0.0
Verrucomicrobiales	48461	order	2664102	2	0	0.0
Xanthomonas fragariae	48664	species	21445839	1	0	0.0
Streptomyces viridifaciens	48665	species	7757877	4	0	0.0
Ralstonia	48736	genus	5694356	1	0	0.0
Rubrobacter xylanophilus	49319	species	3225748	1	0	0.0
Mycoplasma yeatsii	51365	species	895051	1	0	0.0
Dehalobacterium formicoaceticum	51515	species	3766545	1	1	0.0
Aerococcus urinaeequi	51665	species	4067667	1	1	0.0
Tetragenococcus halophilus	51669	species	2562720	1	0	0.0
Actinomyces howellii	52771	species	3148934	72	13	0.0
Schaalia meyeri	52773	species	2049088	98	85	0.0
Actinomyces slackii	52774	species	3220508	66	17	0.0
Polaromonas	52972	genus	5366143	1	0	0.0
Intrasporangium calvum	53358	species	4024382	2	0	0.0
Mycobacterium heidelbergense	53376	species	5050576	1	0	0.0
Pseudomonas citronellolis	53408	species	14631203	3	0	0.0
Nocardiopsis alba	53437	species	5848211	1	0	0.0
Eubacterium callanderi	53442	species	4316707	1	0	0.0
Janibacter	53457	genus	0	4	0	0.0
Janibacter limosus	53458	species	3545254	1	1	0.0
Mycolicibacterium mageritense	53462	species	8006721	2	2	0.0
Acidimicrobium	53634	genus	2158157	1	0	0.0
Peptoniphilus harei	54005	species	1739102	1	0	0.0
Peptoniphilus ivorii	54006	species	1587771	1	0	0.0
Xylophilus	54066	genus	0	3	0	0.0
Methanolacinia petrolearia	54120	species	2843290	1	0	0.0
Raoultella ornithinolytica	54291	species	5398151	1	0	0.0
Streptomyces venezuelae	54571	species	8223505	8	0	0.0
Deinococcus proteolyticus	55148	species	2886836	1	0	0.0
Magnetospirillum gryphiswaldense	55518	species	4260768	1	0	0.0
Xanthomonas hortorum	56454	species	10396725	5	0	0.0
Xanthomonas vasicola	56459	species	9866689	1	0	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	1	1	0.0
Kocuria	57493	genus	2697540	1	0	0.0
Tsukamurella tyrosinosolvens	57704	species	9783610	4	1	0.0
Burkholderia thailandensis	57975	species	7411824	2	0	0.0
Salmonella enterica subsp. houtenae serovar Houten	58100	leaf	4624613	1	0	0.0
Streptomyces lavendulae subsp. lavendulae	58340	subspecies	8932792	4	2	0.0
Streptomyces platensis	58346	species	8501012	1	0	0.0
Methanobacterium subterraneum	59277	species	5022042	4	0	0.0
Actinotignum schaalii	59505	species	2159306	3	0	0.0
Burkholderia pyrrocinia	60550	species	15965745	1	0	0.0
Burkholderia vietnamiensis	60552	species	6930496	6	0	0.0
Sanguibacter	60919	genus	4253413	1	0	0.0
Enterobacter asburiae	61645	species	4561905	1	0	0.0
Lelliottia amnigena	61646	species	13557172	1	0	0.0
Serratia rubidaea	61652	species	25132096	3	0	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	1	1	0.0
Natronomonas	63743	genus	2831134	1	0	0.0
Halobacterium salinarum NRC-1	64091	leaf	2571010	1	0	0.0
Xanthomonas oryzae pv. oryzae	64187	leaf	359535539	1	0	0.0
Corynebacterium ulcerans	65058	species	2534616	1	1	0.0
Halothece sp. PCC 7418	65093	species	4179170	1	1	0.0
Gloeothece citriformis PCC 7424	65393	leaf	6554169	1	1	0.0
Pseudomonas knackmussii	65741	species	6162905	2	0	0.0
Streptomyces luteoverticillatus	66425	species	7367863	1	0	0.0
Streptomyces aureoverticillatus	66871	species	9738430	2	0	0.0
Streptomyces cinereoruber	67260	species	7516652	1	0	0.0
Streptomyces griseus subsp. griseus	67263	subspecies	7238194	1	0	0.0
Streptomyces alboflavus	67267	species	9967549	2	0	0.0
Streptomyces griseorubiginosus	67304	species	18738405	2	2	0.0
Streptomyces prasinus	67345	species	7647592	3	1	0.0
Citrobacter werkmanii	67827	species	25023890	1	0	0.0
Streptomyces antimycoticus	68175	species	11000615	2	1	0.0
Streptomyces bacillaris	68179	species	7888441	1	0	0.0
Streptomyces fungicidicus	68203	species	7667496	4	1	0.0
Streptomyces griseochromogenes	68214	species	10764674	1	0	0.0
Streptomyces pactum	68249	species	8550793	1	1	0.0
Streptomyces spectabilis	68270	species	19312825	6	1	0.0
Streptomyces albulus	68570	species	18708619	6	0	0.0
Thermales	68933	order	2498247	4	0	0.0
Lelliottia nimipressuralis	69220	species	4826853	1	0	0.0
Curtobacterium pusillum	69373	species	4541048	3	2	0.0
Desulfuromonadales	69541	order	4166387	4	0	0.0
Caulobacter mirabilis	69666	species	4577265	1	0	0.0
Macrococcus caseolyticus	69966	species	2219737	1	0	0.0
Staphylococcus condimenti	70255	species	8011058	3	0	0.0
Nodularia spumigena	70799	species	5386612	1	0	0.0
Kocuria palustris	71999	species	2854447	6	1	0.0
Kocuria rhizophila	72000	species	2697540	2	0	0.0
Pseudomonadales	72274	order	7879796	7	0	0.0
Bacillus vallismortis	72361	species	12174521	2	0	0.0
Tessaracoccus	72763	genus	0	5	0	0.0
Aeromonas encheleia	73010	species	4542521	1	1	0.0
Streptomyces seoulensis	73044	species	6426245	2	0	0.0
Antarctobacter	74032	genus	0	1	0	0.0
Verrucomicrobia	74201	phylum	3223054	2	0	0.0
Maricaulis	74317	genus	3368780	1	0	0.0
Brevundimonas mediterranea	74329	species	3383373	1	1	0.0
Collinsella aerofaciens	74426	species	9209673	21	4	0.0
Frankiaceae	74712	family	7497934	2	0	0.0
Pseudomonas balearica	74829	species	4383480	1	1	0.0
Paraburkholderia caribensis	75105	species	9482704	5	0	0.0
Streptomyces autolyticus	75293	species	10184660	2	0	0.0
Micropruina glycogenica	75385	species	3844677	1	0	0.0
Oxalobacteraceae	75682	family	4943362	1	0	0.0
Rhodocyclaceae	75787	family	4267117	3	0	0.0
Thermocrinis ruber	75906	species	1521037	1	0	0.0
Mannheimia haemolytica	75985	species	2625329	2	1	0.0
Aromatoleum aromaticum EbN1	76114	leaf	4727255	1	0	0.0
Prevotella enoeca	76123	species	2861432	2	1	0.0
Vibrio rumoiensis	76258	species	4207152	1	1	0.0
Roseateles depolymerans	76731	species	5681722	3	1	0.0
Pseudomonas monteilii	76759	species	5972603	1	0	0.0
Fusobacterium nucleatum subsp. nucleatum	76856	subspecies	4413111	8	0	0.0
Fusobacterium nucleatum subsp. polymorphum	76857	subspecies	7598824	3	0	0.0
Fusobacterium nucleatum subsp. animalis	76859	subspecies	4860157	1	0	0.0
Streptococcus constellatus	76860	species	1954077	12	0	0.0
Bifidobacterium gallinarum	78344	species	2414462	1	0	0.0
Streptococcus viridans	78535	species	1998575	1	0	0.0
Paenibacillus chitinolyticus	79263	species	6509090	2	1	0.0
Denitrobacterium detoxificans	79604	species	2446250	6	5	0.0
Burkholderiales	80840	order	6876513	23	1	0.0
Comamonadaceae	80864	family	5361178	16	1	0.0
Delftia	80865	genus	6767514	3	0	0.0
Acidovorax citrulli	80869	species	5352772	3	2	0.0
Entomoplasma melaleucae	81459	species	845295	1	0	0.0
Thermanaerovibrio acidaminovorans	81462	species	1848474	1	0	0.0
Aminobacterium colombiense	81468	species	1980592	1	0	0.0
Rhodoferax antarcticus	81479	species	4055436	1	1	0.0
Rhizobiaceae	82115	family	6287308	1	0	0.0
Microbacterium oxydans	82380	species	7731180	3	2	0.0
Serratia plymuthica	82996	species	5447150	1	0	0.0
Melittangium boletus	83453	species	9910441	1	0	0.0
Desulfosarcina ovata	83564	species	16043778	5	0	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	1	0	0.0
Leclercia adecarboxylata	83655	species	55287920	1	0	0.0
Nocardiopsaceae	83676	family	5543981	3	0	0.0
Nonomuraea	83681	genus	0	1	0	0.0
Succinivibrio	83770	genus	0	1	0	0.0
Succinivibrio dextrinosolvens	83771	species	3468545	1	1	0.0
Kineosporiaceae	83778	family	4956672	1	0	0.0
Pseudoclostridium thermosuccinogenes	84032	species	4731216	3	2	0.0
Coriobacteriaceae	84107	family	2115681	1	0	0.0
Eggerthella	84111	genus	3632260	1	0	0.0
Eggerthella lenta	84112	species	3632260	6	0	0.0
Microbacterium chocolatum	84292	species	3168630	1	0	0.0
Lysobacter antibioticus	84531	species	11681564	1	1	0.0
Aeromonadaceae	84642	family	5684342	1	0	0.0
Beutenbergia	84756	genus	4669183	1	0	0.0
Beutenbergia cavernae	84757	species	4669183	3	0	0.0
Acidimicrobiales	84993	order	3494169	5	0	0.0
Rubrobacteria	84995	class	3225748	2	0	0.0
Rubrobacterales	84996	order	3225748	5	0	0.0
Coriobacteriia	84998	class	2427001	4	0	0.0
Coriobacteriales	84999	order	1903794	6	0	0.0
Micrococcales	85006	order	3827208	27	0	0.0
Corynebacteriales	85007	order	5215365	22	0	0.0
Micromonosporales	85008	order	7309173	1	0	0.0
Propionibacteriales	85009	order	3142856	8	0	0.0
Streptosporangiales	85012	order	6364076	3	0	0.0
Nocardioidaceae	85015	family	5978097	6	0	0.0
Cellulomonadaceae	85016	family	3971988	4	0	0.0
Promicromonosporaceae	85017	family	3655364	3	0	0.0
Dermabacteraceae	85020	family	3614992	1	0	0.0
Intrasporangiaceae	85021	family	3722328	6	0	0.0
Microbacteriaceae	85023	family	4437172	11	0	0.0
Nocardiaceae	85025	family	7002200	3	0	0.0
Gordoniaceae	85026	family	5567155	2	0	0.0
Geodermatophilaceae	85030	family	5098918	2	0	0.0
Sporichthyaceae	85033	family	0	1	0	0.0
Photobacterium damselae subsp. damselae	85581	subspecies	9067132	1	0	0.0
Achromobacter xylosoxidans	85698	species	7359146	8	2	0.0
Pseudomonas chlororaphis subsp. aurantiaca	86192	subspecies	82458883	2	2	0.0
Burkholderia multivorans	87883	species	10170089	3	3	0.0
Modestobacter	88138	genus	0	1	0	0.0
Neisseria elongata subsp. glycolytica	88719	subspecies	2249415	5	0	0.0
Corynebacterium terpenotabidum	89154	species	2751233	1	0	0.0
Hymenobacter	89966	genus	5252070	1	0	0.0
Oligella urethralis	90245	species	2511315	1	0	0.0
Xanthomonas gardneri	90270	species	11041650	2	0	0.0
Bacilli	91061	class	4004361	5	0	0.0
Enterobacterales	91347	order	9150247	2	0	0.0
Legionella pneumophila subsp. pneumophila	91891	subspecies	55752264	2	0	0.0
Streptomyces malaysiensis	92644	species	21414977	3	0	0.0
Ketogulonicigenium robustum	92947	species	2713835	1	0	0.0
Pandoraea pnomenusa	93220	species	5429298	1	0	0.0
Ramlibacter tataouinensis	94132	species	4070193	2	0	0.0
Bordetella petrii	94624	species	5287950	4	1	0.0
Burkholderia cenocepacia	95486	species	7744804	3	0	0.0
Candidatus Saccharibacteria	95818	phylum	0	28	27	0.0
Cupriavidus oxalaticus	96344	species	15265584	2	1	0.0
Flavobacterium psychrophilum	96345	species	2803807	1	1	0.0
Desulfococcus oleovorans Hxd3	96561	leaf	3944167	2	1	0.0
Thauera chlorobenzoica	96773	species	3735506	3	2	0.0
Calothrix sp. PCC 7507	99598	species	7023215	2	0	0.0
Austwickia chelonae	100225	species	3631970	1	0	0.0
Streptomyces coelicolor A3(2)	100226	leaf	17722511	2	0	0.0
Burkholderia ubonensis	101571	species	7189071	5	1	0.0
Collinsella	102106	genus	0	1	0	0.0
Actinosynnema pretiosum subsp. pretiosum	103721	subspecies	8340266	4	0	0.0
Saccharothrix syringae	103733	species	10929570	2	1	0.0
Rhodococcus pyridinivorans	103816	species	5590512	3	1	0.0
Bordetella hinzii	103855	species	63864402	2	0	0.0
Pseudomonas frederiksbergensis	104087	species	18923076	3	1	0.0
Acetobacter tropicalis	104102	species	4139662	1	1	0.0
Tenacibaculum mesophilum	104268	species	3358580	1	1	0.0
Microbacterium foliorum	104336	species	7186924	3	0	0.0
Ralstonia mannitolilytica	105219	species	14753983	4	0	0.0
Methylibium petroleiphilum	105560	species	4643639	1	0	0.0
Frankia casuarinae	106370	species	5433628	2	0	0.0
Cupriavidus	106589	genus	8611896	2	0	0.0
Ensifer adhaerens	106592	species	14690474	5	2	0.0
Thioalkalivibrio	106633	genus	3741211	2	0	0.0
Thioalkalivibrio versutus	106634	species	2969361	3	1	0.0
Tenacibaculum maritimum	107401	species	3435971	1	0	0.0
Methylomonas sp. LW13	107637	species	5233523	1	1	0.0
Leptotrichia trevisanii	109328	species	8459945	3	0	0.0
Rathayibacter festucae	110937	species	4359758	5	1	0.0
Actinomyces radicidentis	111015	species	3051613	71	6	0.0
Muricauda ruestringensis	111501	species	3842422	1	0	0.0
Streptococcus australis	113107	species	4090101	8	0	0.0
Pediococcus inopinatus	114090	species	2312041	1	0	0.0
Mogibacterium diversum	114527	species	1815831	7	1	0.0
Haloferax alexandrinus	114529	species	3706983	1	0	0.0
Leuconostoc gelidum subsp. gasicomitatum	115778	subspecies	1924384	1	1	0.0
Bradyrhizobium sp. ORS 285	115808	species	7797098	2	1	0.0
Micropruina	116071	genus	0	1	0	0.0
Caloranaerobacter azorensis	116090	species	2539490	1	1	0.0
Streptomyces coeruleorubidus	116188	species	9335698	3	1	0.0
Methanobacterium congolense	118062	species	2469575	2	0	0.0
Pleurocapsa sp. PCC 7327	118163	leaf	4986817	1	1	0.0
Deinococcales	118964	order	3978081	4	0	0.0
Burkholderiaceae	119060	family	8055234	5	0	0.0
Streptococcus dysgalactiae subsp. equisimilis	119602	subspecies	22009311	2	0	0.0
Propionibacterium australiense	119981	species	3044331	11	2	0.0
Sphingobium cloacae	120107	species	4547566	1	1	0.0
Treponema sp. OMZ 804	120683	species	2980180	45	40	0.0
Dyadobacter	120831	genus	6967790	1	0	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	3	2	0.0
Pannonibacter phragmitetus	121719	species	5530656	1	0	0.0
Ornithinimicrobium	125287	genus	0	2	0	0.0
Stenotrophomonas acidaminiphila	128780	species	7799161	1	0	0.0
Pseudomonas amygdali pv. morsprunorum	129138	leaf	6445963	1	1	0.0
Geobacillus	129337	genus	3628949	1	0	0.0
Geobacillus subterraneus	129338	species	3474426	1	1	0.0
Amycolatopsis keratiniphila	129921	species	8982090	1	1	0.0
Carboxydothermus hydrogenoformans	129958	species	2401520	1	0	0.0
Kineococcus radiotolerans	131568	species	4956672	4	0	0.0
Desulfomicrobium orale	132132	species	2783374	1	0	0.0
Alkalilimnicola	133193	genus	3275944	1	0	0.0
Olsenella	133925	genus	2051896	7	0	0.0
Paraburkholderia fungorum	134537	species	9058983	1	0	0.0
Opitutaceae	134623	family	5957605	2	0	0.0
Actinoplanes sp. SE50/110	134676	species	18480017	11	0	0.0
Nocardia cyriacigeorgica	135487	species	6194645	3	2	0.0
Chromatiales	135613	order	3742874	5	0	0.0
Xanthomonadales	135614	order	17217631	1	0	0.0
Methylococcales	135618	order	4384317	1	0	0.0
Oceanospirillales	135619	order	2628861	4	0	0.0
Vibrionales	135623	order	5610112	1	0	0.0
Aeromonadales	135624	order	5684342	1	0	0.0
Corynebacterium testudinoris	136857	species	2721226	2	1	0.0
Serratia symbiotica	138074	species	1762765	1	0	0.0
Curtobacterium flaccumfaciens pv. flaccumfaciens	138532	leaf	3933752	1	1	0.0
Dietzia psychralcaliphila	139021	species	3904836	2	1	0.0
Isoptericola variabilis	139208	species	3307740	1	0	0.0
Photorhabdus laumondii subsp. laumondii	141679	subspecies	16913200	3	0	0.0
Mycoplasma phocidae	142651	species	814478	1	0	0.0
Filifactor alocis	143361	species	1931012	1	0	0.0
Fusobacterium necrophorum subsp. funduliforme	143387	subspecies	6710481	82	17	0.0
Fusobacterium necrophorum subsp. necrophorum	143388	subspecies	2678415	4	0	0.0
[Eubacterium] sulci	143393	species	1739380	4	0	0.0
Methanothermobacter	145260	genus	1695256	3	0	0.0
Methanothermobacter wolfeii	145261	species	1686891	1	0	0.0
Dermacoccaceae	145357	family	2785024	1	0	0.0
Rathayibacter toxicus	145458	species	4674320	1	1	0.0
Mycolicibacterium boenickei	146017	species	6585921	1	1	0.0
Salinibacter ruber	146919	species	3710123	3	0	0.0
Streptomyces parvulus	146923	species	7766531	1	0	0.0
Paracoccus yeei	147645	species	18808488	1	1	0.0
Lactobacillus iners	147802	species	9837065	1	0	0.0
Massilia	149698	genus	0	1	0	0.0
Staphylococcus fleurettii	150056	species	2527550	1	1	0.0
Pseudoalteromonas ruthenica	151081	species	4117705	1	1	0.0
Cupriavidus campinensis	151783	species	6739136	1	1	0.0
Starkeya	152053	genus	4765023	1	0	0.0
Kozakia baliensis	153496	species	6599181	2	0	0.0
Georgenia	154116	genus	0	4	0	0.0
Fusobacterium nucleatum subsp. vincentii	155615	subspecies	2087706	1	0	0.0
Caulobacter vibrioides	155892	species	4029938	2	0	0.0
Corynebacterium imitans	156978	species	5130927	4	0	0.0
Leptotrichia wadei	157687	species	7256290	5	1	0.0
Leptotrichia hofstadii	157688	species	2604381	2	1	0.0
Leptotrichia shahii	157691	species	2161166	1	1	0.0
Kushneria marisflavi	157779	species	3667185	1	0	0.0
Cellulosimicrobium	157920	genus	0	1	0	0.0
Sphaerochaeta globosa str. Buddy	158189	leaf	3316466	1	1	0.0
Cedecea neteri	158822	species	19970488	2	2	0.0
Enterobacter hormaechei	158836	species	14383200	1	0	0.0
Enterococcus gilvus	160453	species	3945324	1	1	0.0
Pseudomonas putida KT2440	160488	leaf	6181873	1	0	0.0
Acidihalobacter prosperus	160660	species	3566941	1	0	0.0
Anaeromyxobacter	161492	genus	5021404	1	0	0.0
Paenibacillus naphthalenovorans	162209	species	5200139	2	2	0.0
Peptoniphilus	162289	genus	0	1	0	0.0
Microbacterium hominis	162426	species	3624793	2	0	0.0
Oerskovia	162491	genus	0	1	0	0.0
Glutamicibacter creatinolyticus	162496	species	3309128	2	0	0.0
Synechococcus sp. WH 8109	166314	species	2111515	1	1	0.0
Salinispora	168694	genus	5484846	1	0	0.0
Sneathia	168808	genus	0	1	0	0.0
Nordella	169055	genus	0	1	0	0.0
Citricoccus	169133	genus	0	2	0	0.0
Clostridium saccharobutylicum	169679	species	5107814	1	0	0.0
Mycobacterium lacus	169765	species	5092988	1	0	0.0
Sulfuriferula plumbiphila	171865	species	3452774	2	0	0.0
Methylocystis rosea	173366	species	8005139	2	1	0.0
Desulfotalea psychrophila LSv54	177439	leaf	3659634	1	0	0.0
Oscillatoria nigro-viridis PCC 7112	179408	leaf	8272254	1	1	0.0
Alicycliphilus denitrificans	179636	species	4953232	2	0	0.0
Delftia tsuruhatensis	180282	species	13906734	1	0	0.0
Schaalia cardiffensis	181487	species	2230588	2	0	0.0
Desulfococcus oleovorans	181663	species	3944167	1	0	0.0
Kribbella	182639	genus	7579488	1	0	0.0
Kribbella flavida	182640	species	7579488	1	0	0.0
Oceanobacillus iheyensis	182710	species	3630528	1	1	0.0
Deinococcaceae	183710	family	4067791	1	0	0.0
Thermoplasmata	183967	class	1704877	1	0	0.0
Corallococcus coralloides	184914	species	10080619	4	1	0.0
Desulfovibrio magneticus	184917	species	5315620	1	0	0.0
Mycobacterium parmense	185642	species	5952912	4	0	0.0
Pyrococcus furiosus DSM 3638	186497	leaf	3798170	2	0	0.0
Clostridia	186801	class	3865984	5	0	0.0
Clostridiales	186802	order	4215646	13	0	0.0
Bacillaceae	186817	family	5940148	1	0	0.0
Paenibacillaceae	186822	family	7408137	1	0	0.0
Lactobacillales	186826	order	2792041	1	0	0.0
Oceanithermus profundus	187137	species	2439291	1	0	0.0
Labrenzia aggregata	187304	species	6650994	2	0	0.0
Pediococcus claussenii	187452	species	1978793	1	0	0.0
Corynebacterium glaucum	187491	species	2518659	2	1	0.0
Aquificae	187857	class	1915055	1	0	0.0
Thermococcus radiotolerans	187880	species	1868990	1	1	0.0
Thermaceae	188786	family	2498247	2	0	0.0
Deinococci	188787	class	3164172	6	0	0.0
Bacillus marisflavi	189381	species	9140771	2	1	0.0
Thermomicrobia	189775	class	3457254	1	0	0.0
Thermomicrobiaceae	189777	family	2920744	1	0	0.0
Nitrospirales	189778	order	2325020	1	0	0.0
Mycobacterium sp. KMS	189918	species	6256079	1	1	0.0
Plantibacter	190323	genus	0	1	0	0.0
Caulobacter vibrioides CB15	190650	leaf	4016947	1	0	0.0
Ralstonia insidiosa	190721	species	12164766	2	0	0.0
Vibrio coralliilyticus	190893	species	5634694	1	0	0.0
Chlorobia	191410	class	2624804	1	0	0.0
Chlorobiales	191411	order	2624804	1	0	0.0
Corynebacterium sphenisci	191493	species	2594799	2	0	0.0
Streptomyces niveus	193462	species	7990492	1	0	0.0
Chlorobaculum tepidum TLS	194439	leaf	2154946	1	1	0.0
Desulfovibrionaceae	194924	family	3580367	2	0	0.0
Haematobacter massiliensis	195105	species	4232912	1	0	0.0
Aeromonas dhakensis	196024	species	4868053	2	0	0.0
Nocardioides sp. JS614	196162	species	5293685	1	0	0.0
Corynebacterium efficiens YS-314	196164	leaf	3219505	1	1	0.0
Thermosynechococcus elongatus BP-1	197221	leaf	2593857	1	0	0.0
Azoarcus sp. CIB	198107	species	5257030	3	2	0.0
Brevibacterium luteolum	199591	species	3179618	2	1	0.0
Flavobacteriales	200644	order	2877361	2	0	0.0
Actinobacteria	201174	phylum	4955642	7	0	0.0
Listeria ivanovii subsp. londoniensis	202752	subspecies	9045643	3	0	0.0
Collimonas	202907	genus	5186898	2	0	0.0
Actinobacillus equuli subsp. equuli	202947	subspecies	2431533	1	0	0.0
Tannerella forsythia 92A2	203275	leaf	3405521	94	7	0.0
Fusobacteriia	203490	class	3124612	1	0	0.0
Verrucomicrobiae	203494	class	2664102	3	0	0.0
Planctomycetes	203682	phylum	6282547	4	0	0.0
Planctomycetia	203683	class	6682242	3	0	0.0
Spirochaetia	203692	class	2968928	1	0	0.0
Nitrospira	203693	class	2325020	2	0	0.0
Dickeya zeae	204042	species	4675379	1	0	0.0
Fibrobacteria	204430	class	7685639	1	0	0.0
Acidobacteriia	204432	class	5972572	3	0	0.0
Acidobacteriales	204433	order	5307061	2	0	0.0
Rhodospirillales	204441	order	4188317	5	0	0.0
Rhodobacterales	204455	order	4397744	8	0	0.0
Sphingomonadales	204457	order	4161761	2	0	0.0
Caulobacterales	204458	order	4141461	3	0	0.0
Candidatus Koribacter versatilis Ellin345	204669	leaf	5650368	3	1	0.0
Neisseriales	206351	order	2367445	2	0	0.0
Sulfurovum lithotrophicum	206403	species	2217891	1	0	0.0
Desulfovibrio alaskensis G20	207559	leaf	3730232	1	0	0.0
Variovorax sp. WDL1	207745	species	8360137	1	0	0.0
Kosakonia cowanii	208223	species	4857324	1	0	0.0
Enterobacter kobei	208224	species	25384897	1	0	0.0
Amycolatopsis japonica	208439	species	9053857	1	1	0.0
Enterocloster bolteae	208479	species	6614036	1	1	0.0
Escherichia albertii	208962	species	4701875	2	1	0.0
Clostridium tetani E88	212717	leaf	2873333	1	0	0.0
Mycolicibacterium madagascariense	212765	species	5940375	4	1	0.0
Desulfovibrionales	213115	order	3511273	4	0	0.0
Desulfobacterales	213118	order	4263460	4	0	0.0
Desulfobacteraceae	213119	family	4933284	1	0	0.0
Desulfobulbaceae	213121	family	3593636	1	0	0.0
Desulfuromonadaceae	213421	family	3953506	1	0	0.0
Oscillospiraceae	216572	family	4470622	1	0	0.0
Bifidobacterium longum	216816	species	4075024	3	2	0.0
Mycolicibacterium psychrotolerans	216929	species	5732362	2	0	0.0
Achromobacter spanius	217203	species	25860843	3	3	0.0
Achromobacter insolitus	217204	species	26287108	4	0	0.0
Streptococcus uberis 0140J	218495	leaf	1852352	1	0	0.0
Ottowia	219181	genus	0	2	0	0.0
Pseudomonas antarctica	219572	species	6607040	1	0	0.0
Gemmatimonadetes	219685	class	4636964	2	0	0.0
Gemmatimonadales	219686	order	4636964	2	0	0.0
Sulfurospirillum sp. JPD-1	220622	species	2814086	1	0	0.0
Mycobacterium saskatchewanense	220927	species	6008916	1	1	0.0
Treponema putidum	221027	species	2800562	23	10	0.0
Phaeobacter inhibens	221822	species	4194026	2	1	0.0
Mycobacterium chimaera	222805	species	56292304	2	0	0.0
Methylorubrum populi	223967	species	5848997	2	0	0.0
Methanobrevibacter sp. AbM4	224719	species	1998189	6	2	0.0
Bradyrhizobium diazoefficiens USDA 110	224911	leaf	18211892	2	0	0.0
Comamonas kerstersii	225992	species	3547915	1	0	0.0
Mesoplasma syrphidae	225999	species	908214	1	1	0.0
Bacteroides thetaiotaomicron VPI-5482	226186	leaf	6293399	1	0	0.0
Streptomyces avermitilis MA-4680 = NBRC 14893	227882	leaf	9119895	2	1	0.0
Bacillus asahii	228899	species	4887494	1	0	0.0
Methanolacinia	230355	genus	2843290	1	0	0.0
Methanobrevibacter millerae	230361	species	2543538	65	29	0.0
Streptomyces sp. TN58	234612	species	7585034	2	1	0.0
Fastidiosipila sanguinis	236753	species	1785891	4	3	0.0
Pseudomonas psychrotolerans	237610	species	10750344	2	1	0.0
Acidobacterium capsulatum ATCC 51196	240015	leaf	4127356	1	0	0.0
Rummeliibacillus stabekisii	241244	species	3420739	1	1	0.0
Geobacter sulfurreducens PCA	243231	leaf	3814128	1	0	0.0
Photorhabdus laumondii subsp. laumondii TTO1	243265	leaf	5688987	1	0	0.0
Treponema denticola ATCC 35405	243275	leaf	2843201	71	56	0.0
endosymbiont 'TC1' of Trimyema compressum	243899	species	1622248	1	1	0.0
Klebsiella variicola	244366	species	5458505	1	0	0.0
Pseudomonas lurida	244566	species	12353858	2	0	0.0
Yoonia vestfoldensis	245188	species	3987360	2	0	0.0
Carboxydothermus hydrogenoformans Z-2901	246194	leaf	2401520	1	1	0.0
Streptococcus mitis NCTC 12261	246201	leaf	1868883	1	0	0.0
Bacteroides cellulosilyticus	246787	species	7084828	1	1	0.0
Paenibacillus xylanilyticus	248903	species	6447596	1	1	0.0
Gloeobacter violaceus PCC 7421	251221	leaf	4659019	1	0	0.0
Ethanoligenens harbinense	253239	species	6018091	4	0	0.0
Isoptericola	254250	genus	3567356	3	0	0.0
Fictibacillus arsenicus	255247	species	4055461	1	1	0.0
Chlorobaculum	256319	genus	2222097	1	0	0.0
Kerstersia	257820	genus	0	1	0	0.0
